"No.","Time","Source","Destination","Protocol","Length","Info","TCP header length","DSCP","DSCP Value","QoS","TOS","tcp_delta_time","tcp_rel_time"
"6131","10.195512","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4079617 Win=65535 Len=0","20","2","2","","","0.000062000","0.531542000"
"6132","10.195550","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4081077 Win=65535 Len=0","20","2","2","","","0.000038000","0.531580000"
"6133","10.195601","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4082537 Win=65535 Len=0","20","2","2","","","0.000051000","0.531631000"
"6134","10.195653","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4085173 Win=65535 Len=0","20","2","2","","","0.000052000","0.531683000"
"6135","10.195702","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4086633 Win=65535 Len=0","20","2","2","","","0.000049000","0.531732000"
"6139","10.195847","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4089269 Win=65535 Len=0","20","2","2","","","0.000054000","0.531877000"
"6140","10.195892","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4090729 Win=65535 Len=0","20","2","2","","","0.000045000","0.531922000"
"6142","10.195955","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4093365 Win=65535 Len=0","20","2","2","","","0.000016000","0.531985000"
"6144","10.195966","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4094825 Win=65535 Len=0","20","2","2","","","0.000005000","0.531996000"
"6147","10.196151","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4097461 Win=65535 Len=0","20","2","2","","","0.000015000","0.532181000"
"6149","10.196164","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4098921 Win=65535 Len=0","20","2","2","","","0.000007000","0.532194000"
"6152","10.196203","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4101557 Win=65535 Len=0","20","2","2","","","0.000008000","0.532233000"
"6154","10.196216","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4103017 Win=65535 Len=0","20","2","2","","","0.000007000","0.532246000"
"6157","10.196361","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4105653 Win=65535 Len=0","20","2","2","","","0.000010000","0.532391000"
"6159","10.196375","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4107113 Win=65535 Len=0","20","2","2","","","0.000008000","0.532405000"
"6162","10.196412","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4109749 Win=65535 Len=0","20","2","2","","","0.000007000","0.532442000"
"6164","10.196423","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4111209 Win=65535 Len=0","20","2","2","","","0.000005000","0.532453000"
"6167","10.196556","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4113845 Win=65535 Len=0","20","2","2","","","0.000011000","0.532586000"
"6169","10.196568","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4115305 Win=65535 Len=0","20","2","2","","","0.000005000","0.532598000"
"6172","10.196755","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4117941 Win=65535 Len=0","20","2","2","","","0.000015000","0.532785000"
"6174","10.196780","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4119401 Win=65535 Len=0","20","2","2","","","0.000008000","0.532810000"
"6177","10.196796","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4122037 Win=65535 Len=0","20","2","2","","","0.000006000","0.532826000"
"6179","10.196810","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4123497 Win=65535 Len=0","20","2","2","","","0.000007000","0.532840000"
"6182","10.196959","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4126133 Win=65535 Len=0","20","2","2","","","0.000010000","0.532989000"
"6184","10.196973","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4127593 Win=65535 Len=0","20","2","2","","","0.000008000","0.533003000"
"6187","10.197012","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4130229 Win=65535 Len=0","20","2","2","","","0.000008000","0.533042000"
"6189","10.197026","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4131689 Win=65535 Len=0","20","2","2","","","0.000008000","0.533056000"
"6192","10.197160","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4134325 Win=65535 Len=0","20","2","2","","","0.000012000","0.533190000"
"6194","10.197174","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4135785 Win=65535 Len=0","20","2","2","","","0.000008000","0.533204000"
"6197","10.197357","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4138421 Win=65535 Len=0","20","2","2","","","0.000015000","0.533387000"
"6199","10.197368","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4139881 Win=65535 Len=0","20","2","2","","","0.000005000","0.533398000"
"6202","10.197409","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4142517 Win=65535 Len=0","20","2","2","","","0.000008000","0.533439000"
"6204","10.197422","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4143977 Win=65535 Len=0","20","2","2","","","0.000007000","0.533452000"
"6212","10.197848","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4149249 Win=65535 Len=0","20","2","2","","","0.000100000","0.533878000"
"6213","10.197862","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4150709 Win=65535 Len=0","20","2","2","","","0.000014000","0.533892000"
"6214","10.197920","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4152169 Win=65535 Len=0","20","2","2","","","0.000058000","0.533950000"
"6215","10.198117","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4153345 Win=65535 Len=0","20","2","2","","","0.000197000","0.534147000"
"6219","10.198156","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4154805 Win=65535 Len=0","20","2","2","","","0.000013000","0.534186000"
"6223","10.198309","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4156265 Win=65535 Len=0","20","2","2","","","0.000070000","0.534339000"
"6227","10.198432","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4158901 Win=65535 Len=0","20","2","2","","","0.000073000","0.534462000"
"6228","10.198475","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4160361 Win=65535 Len=0","20","2","2","","","0.000043000","0.534505000"
"6229","10.198525","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4162997 Win=65535 Len=0","20","2","2","","","0.000050000","0.534555000"
"6230","10.198574","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4164457 Win=65535 Len=0","20","2","2","","","0.000049000","0.534604000"
"6231","10.198652","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4165633 Win=65535 Len=0","20","2","2","","","0.000078000","0.534682000"
"6233","10.198721","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4167093 Win=65535 Len=0","20","2","2","","","0.000014000","0.534751000"
"6235","10.198733","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4168553 Win=65535 Len=0","20","2","2","","","0.000007000","0.534763000"
"6238","10.198816","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4171189 Win=65535 Len=0","20","2","2","","","0.000008000","0.534846000"
"6240","10.198827","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4172649 Win=65535 Len=0","20","2","2","","","0.000005000","0.534857000"
"6243","10.198955","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4175285 Win=65535 Len=0","20","2","2","","","0.000011000","0.534985000"
"6245","10.198967","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4176745 Win=65535 Len=0","20","2","2","","","0.000004000","0.534997000"
"6247","10.199102","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4177921 Win=65535 Len=0","20","2","2","","","0.000127000","0.535132000"
"6249","10.199139","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4179381 Win=65535 Len=0","20","2","2","","","0.000006000","0.535169000"
"6251","10.199153","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4180841 Win=65535 Len=0","20","2","2","","","0.000007000","0.535183000"
"6254","10.199193","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4183477 Win=65535 Len=0","20","2","2","","","0.000006000","0.535223000"
"6257","10.199246","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4186113 Win=65535 Len=0","20","2","2","","","0.000008000","0.535276000"
"6260","10.199387","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4189033 Win=65535 Len=0","20","2","2","","","0.000007000","0.535417000"
"6263","10.199439","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4191669 Win=65535 Len=0","20","2","2","","","0.000008000","0.535469000"
"6266","10.199602","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4194305 Win=65535 Len=0","20","2","2","","","0.000155000","0.535632000"
"6269","10.199642","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4197225 Win=65535 Len=0","20","2","2","","","0.000005000","0.535672000"
"6272","10.199740","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4199861 Win=65535 Len=0","20","2","2","","","0.000010000","0.535770000"
"6275","10.199758","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4202497 Win=65535 Len=0","20","2","2","","","0.000006000","0.535788000"
"6285","10.200243","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4205417 Win=65535 Len=0","20","2","2","","","0.000099000","0.536273000"
"6286","10.200286","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4208053 Win=65535 Len=0","20","2","2","","","0.000043000","0.536316000"
"6287","10.200337","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4210689 Win=65535 Len=0","20","2","2","","","0.000051000","0.536367000"
"6288","10.200387","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4213609 Win=65535 Len=0","20","2","2","","","0.000050000","0.536417000"
"6289","10.200440","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4214785 Win=65535 Len=0","20","2","2","","","0.000053000","0.536470000"
"6299","10.200844","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4217705 Win=65535 Len=0","20","2","2","","","0.000086000","0.536874000"
"6300","10.200888","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4220341 Win=65535 Len=0","20","2","2","","","0.000044000","0.536918000"
"6301","10.200973","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4222977 Win=65535 Len=0","20","2","2","","","0.000085000","0.537003000"
"6302","10.201018","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4225897 Win=65535 Len=0","20","2","2","","","0.000045000","0.537048000"
"6303","10.201070","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4227073 Win=65535 Len=0","20","2","2","","","0.000052000","0.537100000"
"6306","10.201154","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4229993 Win=65535 Len=0","20","2","2","","","0.000008000","0.537184000"
"6309","10.201193","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4232629 Win=65535 Len=0","20","2","2","","","0.000007000","0.537223000"
"6312","10.201248","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4235265 Win=65535 Len=0","20","2","2","","","0.000008000","0.537278000"
"6315","10.201364","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4238185 Win=65535 Len=0","20","2","2","","","0.000006000","0.537394000"
"6318","10.201406","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4240821 Win=65535 Len=0","20","2","2","","","0.000006000","0.537436000"
"6324","10.201653","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4247553 Win=65535 Len=0","20","2","2","","","0.000096000","0.537683000"
"6327","10.201737","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4250473 Win=65535 Len=0","20","2","2","","","0.000008000","0.537767000"
"6329","10.201891","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4251649 Win=65535 Len=0","20","2","2","","","0.000148000","0.537921000"
"6332","10.201992","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4254569 Win=65535 Len=0","20","2","2","","","0.000017000","0.538022000"
"6335","10.202010","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4257205 Win=65535 Len=0","20","2","2","","","0.000007000","0.538040000"
"6338","10.202029","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4259841 Win=65535 Len=0","20","2","2","","","0.000009000","0.538059000"
"6341","10.202165","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4262761 Win=65535 Len=0","20","2","2","","","0.000008000","0.538195000"
"6343","10.202282","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4263937 Win=65535 Len=0","20","2","2","","","0.000111000","0.538312000"
"6346","10.202358","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4266857 Win=65535 Len=0","20","2","2","","","0.000007000","0.538388000"
"6349","10.202400","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4269493 Win=65535 Len=0","20","2","2","","","0.000006000","0.538430000"
"6352","10.202455","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4272129 Win=65535 Len=0","20","2","2","","","0.000008000","0.538485000"
"6355","10.202574","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4275049 Win=65535 Len=0","20","2","2","","","0.000006000","0.538604000"
"6358","10.202590","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4277685 Win=65535 Len=0","20","2","2","","","0.000005000","0.538620000"
"6367","10.202947","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4288513 Win=65535 Len=0","20","2","2","","","0.000095000","0.538977000"
"6377","10.203384","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4291433 Win=65535 Len=0","20","2","2","","","0.000091000","0.539414000"
"6378","10.203426","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4294069 Win=65535 Len=0","20","2","2","","","0.000042000","0.539456000"
"6379","10.203475","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4296705 Win=65535 Len=0","20","2","2","","","0.000049000","0.539505000"
"6380","10.203524","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4299625 Win=65535 Len=0","20","2","2","","","0.000049000","0.539554000"
"6381","10.203574","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4300801 Win=65535 Len=0","20","2","2","","","0.000050000","0.539604000"
"6391","10.204023","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4303721 Win=65535 Len=0","20","2","2","","","0.000121000","0.540053000"
"6392","10.204068","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4306357 Win=65535 Len=0","20","2","2","","","0.000045000","0.540098000"
"6393","10.204118","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4308993 Win=65535 Len=0","20","2","2","","","0.000050000","0.540148000"
"6394","10.204167","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4311913 Win=65535 Len=0","20","2","2","","","0.000049000","0.540197000"
"6395","10.204219","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4313089 Win=65535 Len=0","20","2","2","","","0.000052000","0.540249000"
"6402","10.204527","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4316009 Win=65535 Len=0","20","2","2","","","0.000118000","0.540557000"
"6406","10.204661","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4318645 Win=65535 Len=0","20","2","2","","","0.000106000","0.540691000"
"6407","10.204706","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4321281 Win=65535 Len=0","20","2","2","","","0.000045000","0.540736000"
"6408","10.204759","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4324201 Win=65535 Len=0","20","2","2","","","0.000053000","0.540789000"
"6409","10.204834","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4325377 Win=65535 Len=0","20","2","2","","","0.000075000","0.540864000"
"6416","10.205122","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4328297 Win=65535 Len=0","20","2","2","","","0.000067000","0.541152000"
"6420","10.205239","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4330933 Win=65535 Len=0","20","2","2","","","0.000088000","0.541269000"
"6421","10.205283","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4333569 Win=65535 Len=0","20","2","2","","","0.000044000","0.541313000"
"6422","10.205335","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4336489 Win=65535 Len=0","20","2","2","","","0.000052000","0.541365000"
"6423","10.205387","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4337665 Win=65535 Len=0","20","2","2","","","0.000052000","0.541417000"
"6430","10.205722","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4340585 Win=65535 Len=0","20","2","2","","","0.000119000","0.541752000"
"6434","10.205848","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4343221 Win=65535 Len=0","20","2","2","","","0.000096000","0.541878000"
"6435","10.205890","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4345857 Win=65535 Len=0","20","2","2","","","0.000042000","0.541920000"
"6436","10.205941","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4348777 Win=65535 Len=0","20","2","2","","","0.000051000","0.541971000"
"6437","10.205993","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4349953 Win=65535 Len=0","20","2","2","","","0.000052000","0.542023000"
"6444","10.206339","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4352873 Win=65535 Len=0","20","2","2","","","0.000082000","0.542369000"
"6448","10.206454","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4355509 Win=65535 Len=0","20","2","2","","","0.000087000","0.542484000"
"6449","10.206497","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4358145 Win=65535 Len=0","20","2","2","","","0.000043000","0.542527000"
"6450","10.206548","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4361065 Win=65535 Len=0","20","2","2","","","0.000051000","0.542578000"
"6451","10.206598","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4362241 Win=65535 Len=0","20","2","2","","","0.000050000","0.542628000"
"6461","10.207022","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4365161 Win=65535 Len=0","20","2","2","","","0.000070000","0.543052000"
"6462","10.207066","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4367797 Win=65535 Len=0","20","2","2","","","0.000044000","0.543096000"
"6463","10.207119","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4370433 Win=65535 Len=0","20","2","2","","","0.000053000","0.543149000"
"6464","10.207172","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4373353 Win=65535 Len=0","20","2","2","","","0.000053000","0.543202000"
"6465","10.207222","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4374529 Win=65535 Len=0","20","2","2","","","0.000050000","0.543252000"
"6475","10.207618","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4377449 Win=65535 Len=0","20","2","2","","","0.000073000","0.543648000"
"6476","10.207663","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4380085 Win=65535 Len=0","20","2","2","","","0.000045000","0.543693000"
"6477","10.207718","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4382721 Win=65535 Len=0","20","2","2","","","0.000055000","0.543748000"
"6478","10.207790","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4385641 Win=65535 Len=0","20","2","2","","","0.000072000","0.543820000"
"6479","10.207834","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4386817 Win=65535 Len=0","20","2","2","","","0.000044000","0.543864000"
"6487","10.208129","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4389737 Win=65535 Len=0","20","2","2","","","0.000117000","0.544159000"
"6491","10.208245","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4392373 Win=65535 Len=0","20","2","2","","","0.000088000","0.544275000"
"6492","10.208289","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4395009 Win=65535 Len=0","20","2","2","","","0.000044000","0.544319000"
"6493","10.208341","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4397929 Win=65535 Len=0","20","2","2","","","0.000052000","0.544371000"
"6494","10.208394","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4399105 Win=65535 Len=0","20","2","2","","","0.000053000","0.544424000"
"6504","10.208846","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4402025 Win=65535 Len=0","20","2","2","","","0.000102000","0.544876000"
"6505","10.208891","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4404661 Win=65535 Len=0","20","2","2","","","0.000045000","0.544921000"
"6506","10.208944","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4407297 Win=65535 Len=0","20","2","2","","","0.000053000","0.544974000"
"6507","10.208996","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4410217 Win=65535 Len=0","20","2","2","","","0.000052000","0.545026000"
"6508","10.209048","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4411393 Win=65535 Len=0","20","2","2","","","0.000052000","0.545078000"
"6511","10.209180","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4414313 Win=65535 Len=0","20","2","2","","","0.000015000","0.545210000"
"6514","10.209197","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4416949 Win=65535 Len=0","20","2","2","","","0.000007000","0.545227000"
"6517","10.209215","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4419585 Win=65535 Len=0","20","2","2","","","0.000009000","0.545245000"
