"No.","Time","Source","Destination","Protocol","Length","Info","TCP header length","DSCP","DSCP Value","QoS","TOS","tcp_delta_time","tcp_rel_time"
"2","0.000010","172.31.187.100","172.31.187.1","TCP","62","ssh(22)  >  4638 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM","28","Assured Forwarding 11","AF11","","","0.000010000","0.000010000"
"23","0.131212","Foxconn_84:23:d8","DLink_30:95:99","ARP","42","172.31.187.11 is at 00:15:58:84:23:d8","","","","","","",""
"25","0.131442","172.31.187.11","172.31.187.1","TCP","62","ftp(21)  >  4620 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM","28","Default","CS0","","","0.000053000","0.000053000"
"27","0.137337","172.31.187.11","172.31.187.1","FTP","74","Response: 220 (vsFTPd 2.","20","Default","CS0","","","0.005745000","0.005948000"
"29","0.138214","172.31.187.11","172.31.187.1","TCP","54","ftp(21)  >  4620 [ACK] Seq=21 Ack=13 Win=5840 Len=0","20","Default","CS0","","","0.000047000","0.006825000"
"30","0.138375","172.31.187.11","172.31.187.1","FTP","88","Response: 331 Please spe","20","Default","CS0","","","0.000161000","0.006986000"
"41","0.178779","172.31.187.11","172.31.187.1","TCP","54","ftp(21)  >  4620 [ACK] Seq=55 Ack=20 Win=5840 Len=0","20","Default","CS0","","","0.040022000","0.047390000"
"80","0.514249","172.31.187.100","172.31.187.1","SSHv2","75","Server: Protocol (SSH-2.0-OpenSS)","20","Assured Forwarding 11","AF11","","","0.514089000","0.514249000"
"84","0.514883","172.31.187.100","172.31.187.1","TCP","54","ssh(22)  >  4638 [ACK] Seq=22 Ack=29 Win=5840 Len=0","20","Assured Forwarding 11","AF11","","","0.000246000","0.514883000"
"85","0.514906","172.31.187.100","172.31.187.1","TCP","54","ssh(22)  >  4638 [ACK] Seq=22 Ack=541 Win=6432 Len=0","20","Assured Forwarding 11","AF11","","","0.000023000","0.514906000"
"86","0.514915","172.31.187.100","172.31.187.1","TCP","54","ssh(22)  >  4638 [ACK] Seq=22 Ack=645 Win=6432 Len=0","20","Assured Forwarding 11","AF11","","","0.000009000","0.514915000"
"87","0.516384","172.31.187.100","172.31.187.1","SSHv2","838","Key Exchange Init[Packet size limited during capture]","20","Assured Forwarding 11","AF11","","","0.001469000","0.516384000"
"91","0.555793","172.31.187.100","172.31.187.1","TCP","54","ssh(22)  >  4638 [ACK] Seq=806 Ack=661 Win=6432 Len=0","20","Assured Forwarding 11","AF11","","","0.039060000","0.555793000"
"100","0.623588","172.31.187.100","172.31.187.1","SSHv2","590","Diffie-Hellman Key Exchange Reply[BoundErrorUnreassembled Packet]","20","Assured Forwarding 11","AF11","","","0.067795000","0.623588000"
"163","0.955734","172.31.187.100","172.31.187.1","TCP","54","ssh(22)  >  4638 [ACK] Seq=1342 Ack=1173 Win=7504 Len=0","20","Assured Forwarding 11","AF11","","","0.000050000","0.955734000"
"165","0.955754","172.31.187.100","172.31.187.1","TCP","54","ssh(22)  >  4638 [ACK] Seq=1342 Ack=1189 Win=7504 Len=0","20","Assured Forwarding 11","AF11","","","0.000009000","0.955754000"
"176","1.034422","172.31.187.100","172.31.187.1","SSHv2","1158","Unknown (33)[Packet size limited during capture]","20","Assured Forwarding 11","AF11","","","0.078668000","1.034422000"
"355","2.642479","172.31.187.100","172.31.187.1","TCP","54","ssh(22)  >  4638 [ACK] Seq=2446 Ack=1205 Win=7504 Len=0","20","Assured Forwarding 11","AF11","","","0.000052000","2.642479000"
"357","2.642912","172.31.187.100","172.31.187.1","TCP","54","ssh(22)  >  4638 [ACK] Seq=2446 Ack=1257 Win=7504 Len=0","20","Assured Forwarding 11","AF11","","","0.000022000","2.642912000"
"358","2.642970","172.31.187.100","172.31.187.1","SSHv2","106","Unknown (122)[BoundErrorUnreassembled Packet]","20","Assured Forwarding 11","AF11","","","0.000058000","2.642970000"
"370","2.796295","172.31.187.11","172.31.187.1","FTP","76","Response: 530 Login inco","20","Default","CS0","","","2.617516000","2.664906000"
"551","4.541007","172.31.187.11","172.31.187.1","TCP","62","ftp(21)  >  4623 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM","28","Default","CS0","","","0.000035000","0.000035000"
"553","4.542581","172.31.187.11","172.31.187.1","FTP","74","Response: 220 (vsFTPd 2.","20","Default","CS0","","","0.001268000","0.001609000"
"555","4.543136","172.31.187.11","172.31.187.1","TCP","54","ftp(21)  >  4623 [ACK] Seq=21 Ack=13 Win=5840 Len=0","20","Default","CS0","","","0.000026000","0.002164000"
"558","4.549845","172.31.187.11","172.31.187.1","FTP","88","Response: 331 Please spe","20","Default","CS0","","","0.006709000","0.008873000"
"564","4.589782","172.31.187.11","172.31.187.1","TCP","54","ftp(21)  >  4623 [ACK] Seq=55 Ack=22 Win=5840 Len=0","20","Default","CS0","","","0.039539000","0.048810000"
"588","4.615407","172.31.187.11","172.31.187.1","FTP","77","Response: 230 Login succ","20","Default","CS0","","","0.025625000","0.074435000"
"591","4.617549","172.31.187.11","172.31.187.1","TCP","54","ftp(21)  >  4623 [ACK] Seq=78 Ack=36 Win=5840 Len=0","20","Default","CS0","","","0.000023000","0.076577000"
"592","4.617642","172.31.187.11","172.31.187.1","FTP","80","Response: 200 Always in ","20","Default","CS0","","","0.000093000","0.076670000"
"595","4.618116","172.31.187.11","172.31.187.1","FTP","73","Response: 215 UNIX Type:","20","Default","CS0","","","0.000071000","0.077144000"
"597","4.618522","172.31.187.11","172.31.187.1","FTP","76","Response: 214 CHMOD UMAS","20","Default","CS0","","","0.000072000","0.077550000"
"599","4.618890","172.31.187.11","172.31.187.1","FTP","73","Response: 257 ""/home/luk","20","Default","CS0","","","0.000075000","0.077918000"
"607","4.685632","172.31.187.11","172.31.187.1","TCP","62","ftp(21)  >  4626 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM","28","Default","CS0","","","0.000026000","0.000026000"
"609","4.687015","172.31.187.11","172.31.187.1","FTP","74","Response: 220 (vsFTPd 2.","20","Default","CS0","","","0.001126000","0.001409000"
"611","4.687590","172.31.187.11","172.31.187.1","TCP","54","ftp(21)  >  4626 [ACK] Seq=21 Ack=13 Win=5840 Len=0","20","Default","CS0","","","0.000025000","0.001984000"
"612","4.687644","172.31.187.11","172.31.187.1","FTP","88","Response: 331 Please spe","20","Default","CS0","","","0.000054000","0.002038000"
"617","4.727779","172.31.187.11","172.31.187.1","TCP","54","ftp(21)  >  4626 [ACK] Seq=55 Ack=22 Win=5840 Len=0","20","Default","CS0","","","0.039371000","0.042173000"
"638","4.758222","172.31.187.11","172.31.187.1","FTP","77","Response: 230 Login succ","20","Default","CS0","","","0.030443000","0.072616000"
"640","4.758822","172.31.187.11","172.31.187.1","TCP","54","ftp(21)  >  4626 [ACK] Seq=78 Ack=36 Win=5840 Len=0","20","Default","CS0","","","0.000025000","0.073216000"
"641","4.758916","172.31.187.11","172.31.187.1","FTP","80","Response: 200 Always in ","20","Default","CS0","","","0.000094000","0.073310000"
"643","4.759350","172.31.187.11","172.31.187.1","FTP","73","Response: 215 UNIX Type:","20","Default","CS0","","","0.000072000","0.073744000"
"645","4.759721","172.31.187.11","172.31.187.1","FTP","76","Response: 214 CHMOD UMAS","20","Default","CS0","","","0.000072000","0.074115000"
"647","4.760137","172.31.187.11","172.31.187.1","FTP","73","Response: 257 ""/home/luk","20","Default","CS0","","","0.000068000","0.074531000"
"649","4.762527","172.31.187.11","172.31.187.1","FTP","84","Response: 200 Switching ","20","Default","CS0","","","0.000067000","0.076921000"
"651","4.763274","172.31.187.11","172.31.187.1","FTP","106","Response: 227 Entering P","20","Default","CS0","","","0.000109000","0.077668000"
"653","4.763682","172.31.187.11","172.31.187.1","TCP","62","32726  >  4627 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM","28","Default","CS0","","","0.000020000","0.000020000"
"656","4.764143","172.31.187.11","172.31.187.1","FTP","93","Response: 150 Here comes","20","Default","CS0","","","0.000105000","0.078537000"
"657","4.764377","172.31.187.11","172.31.187.1","TCP","776","32726  >  4627 [PSH, ACK] Seq=1 Ack=1 Win=5840 Len=722","20","2","2","","","0.000462000","0.000715000"
"658","4.764444","172.31.187.11","172.31.187.1","TCP","54","32726  >  4627 [FIN, ACK] Seq=723 Ack=1 Win=5840 Len=0","20","2","2","","","0.000067000","0.000782000"
"661","4.764752","172.31.187.11","172.31.187.1","TCP","54","32726  >  4627 [ACK] Seq=724 Ack=2 Win=5840 Len=0","20","2","2","","","0.000009000","0.001090000"
"662","4.764858","172.31.187.11","172.31.187.1","FTP","78","Response: 226 Directory ","20","Default","CS0","","","0.000715000","0.079252000"
"736","5.548793","172.31.187.100","172.31.187.1","TCP","54","ssh(22)  >  4638 [ACK] Seq=2498 Ack=1293 Win=7504 Len=0","20","Assured Forwarding 11","AF11","","","0.039969000","5.548793000"
"810","6.194405","172.31.187.11","172.31.187.1","FTP","68","Response: 200 NOOP ok.","20","Default","CS0","","","0.000078000","1.508799000"
"815","6.230493","172.31.187.11","172.31.187.1","FTP","91","Response: 250 Directory ","20","Default","CS0","","","0.000071000","1.544887000"
"820","6.251481","172.31.187.11","172.31.187.1","FTP","84","Response: 200 Switching ","20","Default","CS0","","","0.000050000","1.565875000"
"822","6.252049","172.31.187.11","172.31.187.1","FTP","105","Response: 227 Entering P","20","Default","CS0","","","0.000081000","1.566443000"
"824","6.252358","172.31.187.11","172.31.187.1","TCP","62","30774  >  4628 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM","28","Default","CS0","","","0.000022000","0.000022000"
"828","6.252853","172.31.187.11","172.31.187.1","FTP","93","Response: 150 Here comes","20","Default","CS0","","","0.000103000","1.567247000"
"829","6.252914","172.31.187.11","172.31.187.1","TCP","151","30774  >  4628 [PSH, ACK] Seq=1 Ack=1 Win=5840 Len=97","20","2","2","","","0.000282000","0.000578000"
"830","6.252941","172.31.187.11","172.31.187.1","TCP","54","30774  >  4628 [FIN, ACK] Seq=98 Ack=1 Win=5840 Len=0","20","2","2","","","0.000027000","0.000605000"
"832","6.253281","172.31.187.11","172.31.187.1","FTP","78","Response: 226 Directory ","20","Default","CS0","","","0.000428000","1.567675000"
"835","6.256754","172.31.187.11","172.31.187.1","TCP","54","30774  >  4628 [ACK] Seq=99 Ack=2 Win=5840 Len=0","20","Default","CS0","","","0.000016000","0.004418000"
"920","7.087105","172.31.187.100","172.31.187.1","TCP","54","ssh(22)  >  4638 [ACK] Seq=2498 Ack=1361 Win=7504 Len=0","20","Assured Forwarding 11","AF11","","","0.000046000","7.087105000"
"927","7.089699","172.31.187.100","172.31.187.1","SSHv2","138","Unknown (252)[BoundErrorUnreassembled Packet]","20","Assured Forwarding 11","AF11","","","0.002594000","7.089699000"
"1128","8.813893","172.31.187.11","172.31.187.1","FTP","68","Response: 200 NOOP ok.","20","Default","CS0","","","0.000078000","4.128287000"
"1130","8.814445","172.31.187.11","172.31.187.1","FTP","91","Response: 250 Directory ","20","Default","CS0","","","0.000072000","4.128839000"
"1132","8.815121","172.31.187.11","172.31.187.1","FTP","68","Response: 200 NOOP ok.","20","Default","CS0","","","0.000042000","4.129515000"
"1134","8.815606","172.31.187.11","172.31.187.1","FTP","91","Response: 250 Directory ","20","Default","CS0","","","0.000048000","4.130000000"
"1136","8.816002","172.31.187.11","172.31.187.1","FTP","84","Response: 200 Switching ","20","Default","CS0","","","0.000048000","4.130396000"
"1138","8.816548","172.31.187.11","172.31.187.1","FTP","106","Response: 227 Entering P","20","Default","CS0","","","0.000072000","4.130942000"
"1140","8.816967","172.31.187.11","172.31.187.1","TCP","62","49636  >  4629 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM","28","Default","CS0","","","0.000023000","0.000023000"
"1143","8.817382","172.31.187.11","172.31.187.1","FTP","93","Response: 150 Here comes","20","Default","CS0","","","0.000087000","4.131776000"
"1144","8.817427","172.31.187.11","172.31.187.1","TCP","151","49636  >  4629 [PSH, ACK] Seq=1 Ack=1 Win=5840 Len=97","20","2","2","","","0.000232000","0.000483000"
"1145","8.817445","172.31.187.11","172.31.187.1","TCP","54","49636  >  4629 [FIN, ACK] Seq=98 Ack=1 Win=5840 Len=0","20","2","2","","","0.000018000","0.000501000"
"1147","8.817676","172.31.187.11","172.31.187.1","FTP","78","Response: 226 Directory ","20","Default","CS0","","","0.000294000","4.132070000"
"1150","8.832483","172.31.187.11","172.31.187.1","TCP","54","49636  >  4629 [ACK] Seq=99 Ack=2 Win=5840 Len=0","20","Default","CS0","","","0.000016000","0.015539000"
"1160","8.935788","172.31.187.100","172.31.187.1","TCP","54","ssh(22)  >  4638 [ACK] Seq=2582 Ack=1657 Win=8576 Len=0","20","Assured Forwarding 11","AF11","","","0.039742000","8.935788000"
"1176","8.966187","172.31.187.100","172.31.187.1","SSHv2","90","Unknown (186)[BoundErrorUnreassembled Packet]","20","Assured Forwarding 11","AF11","","","0.030399000","8.966187000"
"1178","8.966536","172.31.187.100","172.31.187.1","TCP","54","ssh(22)  >  4638 [ACK] Seq=2618 Ack=1725 Win=8576 Len=0","20","Assured Forwarding 11","AF11","","","0.000019000","8.966536000"
"1244","9.388180","172.31.187.100","172.31.187.1","SSHv2","106","Unknown (239)[BoundErrorUnreassembled Packet]","20","Assured Forwarding 11","AF11","","","0.421644000","9.388180000"
"1246","9.404965","172.31.187.100","172.31.187.1","TCP","54","ssh(22)  >  4638 [ACK] Seq=2670 Ack=1825 Win=8576 Len=0","20","Assured Forwarding 11","AF11","","","0.000051000","9.404965000"
"1258","9.444748","172.31.187.100","172.31.187.1","SSHv2","90","Unknown (29)[BoundErrorUnreassembled Packet]","20","Assured Forwarding 11","AF11","","","0.039783000","9.444748000"
"1260","9.445531","172.31.187.100","172.31.187.1","SSHv2","142","Unknown (239)[BoundErrorUnreassembled Packet]","20","Assured Forwarding 11","AF11","","","0.000379000","9.445531000"
"1281","9.661122","172.31.187.11","172.31.187.1","FTP","68","Response: 200 NOOP ok.","20","Default","CS0","","","0.000142000","4.975516000"
"1283","9.661727","172.31.187.11","172.31.187.1","FTP","91","Response: 250 Directory ","20","Default","CS0","","","0.000131000","4.976121000"
"1286","9.662447","172.31.187.11","172.31.187.1","FTP","85","Response: 200 Switching ","20","Default","CS0","","","0.000088000","4.976841000"
"1288","9.663145","172.31.187.11","172.31.187.1","FTP","105","Response: 227 Entering P","20","Default","CS0","","","0.000155000","4.977539000"
"1290","9.664040","172.31.187.11","172.31.187.1","TCP","62","med-ltp(24000)  >  4630 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM","28","Default","CS0","","","0.000070000","0.000070000"
"1299","9.703789","172.31.187.11","172.31.187.1","TCP","54","ftp(21)  >  4626 [ACK] Seq=884 Ack=301 Win=5840 Len=0","20","Default","CS0","","","0.039394000","5.018183000"
"1323","9.864143","172.31.187.100","172.31.187.1","SSHv2","122","Unknown (219)[BoundErrorUnreassembled Packet]","20","Assured Forwarding 11","AF11","","","0.313438000","9.864143000"
"1324","9.864437","172.31.187.100","172.31.187.1","SSHv2","106","Unknown (229)[BoundErrorUnreassembled Packet]","20","Assured Forwarding 11","AF11","","","0.000294000","9.864437000"
"1326","9.865079","172.31.187.100","172.31.187.1","SSHv2","106","Unknown (187)[BoundErrorUnreassembled Packet]","20","Assured Forwarding 11","AF11","","","0.000469000","9.865079000"
"1327","9.865317","172.31.187.100","172.31.187.1","SSHv2","122","Unknown (149)[BoundErrorUnreassembled Packet]","20","Assured Forwarding 11","AF11","","","0.000238000","9.865317000"
"1338","9.920472","172.31.187.11","172.31.187.1","FTP","76","Response: 150 Ok to send","20","Default","CS0","","","0.216683000","5.234866000"
"1340","9.920940","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=1461 Win=8760 Len=0","20","2","2","","","0.000032000","0.256970000"
"1342","9.920966","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=2921 Win=11680 Len=0","20","2","2","","","0.000018000","0.256996000"
"1344","9.921099","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=4381 Win=14600 Len=0","20","2","2","","","0.000011000","0.257129000"
"1346","9.921113","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=5841 Win=17520 Len=0","20","2","2","","","0.000008000","0.257143000"
"1348","9.921130","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=7301 Win=20440 Len=0","20","2","2","","","0.000009000","0.257160000"
"1350","9.921142","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=8761 Win=23360 Len=0","20","2","2","","","0.000008000","0.257172000"
"1352","9.921301","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=10221 Win=26280 Len=0","20","2","2","","","0.000011000","0.257331000"
"1354","9.921315","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=11681 Win=29200 Len=0","20","2","2","","","0.000007000","0.257345000"
"1356","9.921332","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=12289 Win=32120 Len=0","20","2","2","","","0.000010000","0.257362000"
"1358","9.921345","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=13749 Win=35040 Len=0","20","2","2","","","0.000008000","0.257375000"
"1360","9.921415","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=15209 Win=37960 Len=0","20","2","2","","","0.000010000","0.257445000"
"1362","9.921434","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=16385 Win=40880 Len=0","20","2","2","","","0.000010000","0.257464000"
"1364","9.921447","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=17845 Win=43800 Len=0","20","2","2","","","0.000007000","0.257477000"
"1366","9.921463","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=19305 Win=45260 Len=0","20","2","2","","","0.000008000","0.257493000"
"1368","9.921476","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=20481 Win=44084 Len=0","20","2","2","","","0.000007000","0.257506000"
"1370","9.921577","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=21941 Win=42624 Len=0","20","2","2","","","0.000010000","0.257607000"
"1381","9.960783","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=32769 Win=32120 Len=0","20","2","2","","","0.038983000","0.296813000"
"1400","9.993337","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=45057 Win=46720 Len=0","20","2","2","","","0.031986000","0.329367000"
"1410","9.993868","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=46517 Win=49640 Len=0","20","2","2","","","0.000146000","0.329898000"
"1411","9.993913","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=47977 Win=52560 Len=0","20","2","2","","","0.000045000","0.329943000"
"1412","9.993965","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=49153 Win=55480 Len=0","20","2","2","","","0.000052000","0.329995000"
"1413","9.994017","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=50613 Win=58400 Len=0","20","2","2","","","0.000052000","0.330047000"
"1414","9.994068","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=52073 Win=61320 Len=0","20","2","2","","","0.000051000","0.330098000"
"1415","9.994118","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=53249 Win=64240 Len=0","20","2","2","","","0.000050000","0.330148000"
"1416","9.994167","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=54709 Win=65535 Len=0","20","2","2","","","0.000049000","0.330197000"
"1417","9.994216","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=56169 Win=65535 Len=0","20","2","2","","","0.000049000","0.330246000"
"1418","9.994269","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=57345 Win=65535 Len=0","20","2","2","","","0.000053000","0.330299000"
"1420","9.994353","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=58805 Win=65535 Len=0","20","2","2","","","0.000018000","0.330383000"
"1422","9.994366","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=60265 Win=65535 Len=0","20","2","2","","","0.000007000","0.330396000"
"1424","9.994379","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=61441 Win=65535 Len=0","20","2","2","","","0.000007000","0.330409000"
"1426","9.994390","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=62901 Win=65535 Len=0","20","2","2","","","0.000004000","0.330420000"
"1435","9.994785","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=73729 Win=65535 Len=0","20","2","2","","","0.000134000","0.330815000"
"1445","9.995359","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=75189 Win=65535 Len=0","20","2","2","","","0.000090000","0.331389000"
"1446","9.995403","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=76649 Win=65535 Len=0","20","2","2","","","0.000044000","0.331433000"
"1447","9.995456","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=79285 Win=65535 Len=0","20","2","2","","","0.000053000","0.331486000"
"1448","9.995509","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=81921 Win=65535 Len=0","20","2","2","","","0.000053000","0.331539000"
"1449","9.995561","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=84841 Win=65535 Len=0","20","2","2","","","0.000052000","0.331591000"
"1450","9.995612","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=86017 Win=65535 Len=0","20","2","2","","","0.000051000","0.331642000"
"1460","9.996023","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=88937 Win=65535 Len=0","20","2","2","","","0.000086000","0.332053000"
"1461","9.996068","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=91573 Win=65535 Len=0","20","2","2","","","0.000045000","0.332098000"
"1462","9.996120","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=94209 Win=65535 Len=0","20","2","2","","","0.000052000","0.332150000"
"1463","9.996170","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=97129 Win=65535 Len=0","20","2","2","","","0.000050000","0.332200000"
"1464","9.996223","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=98305 Win=65535 Len=0","20","2","2","","","0.000053000","0.332253000"
"1474","9.996610","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=101225 Win=65535 Len=0","20","2","2","","","0.000072000","0.332640000"
"1475","9.996654","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=103861 Win=65535 Len=0","20","2","2","","","0.000044000","0.332684000"
"1476","9.996707","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=106497 Win=65535 Len=0","20","2","2","","","0.000053000","0.332737000"
"1477","9.996777","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=109417 Win=65535 Len=0","20","2","2","","","0.000070000","0.332807000"
"1478","9.996825","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=110593 Win=65535 Len=0","20","2","2","","","0.000048000","0.332855000"
"1485","9.997109","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=118785 Win=65535 Len=0","20","2","2","","","0.000111000","0.333139000"
"1489","9.997277","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=122881 Win=65535 Len=0","20","2","2","","","0.000096000","0.333307000"
"1496","9.997493","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=131073 Win=65535 Len=0","20","2","2","","","0.000071000","0.333523000"
"1500","9.997634","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=135169 Win=65535 Len=0","20","2","2","","","0.000105000","0.333664000"
"1510","9.998015","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=143361 Win=65535 Len=0","20","2","2","","","0.000078000","0.334045000"
"1511","9.998060","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=146281 Win=65535 Len=0","20","2","2","","","0.000045000","0.334090000"
"1512","9.998113","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=147457 Win=65535 Len=0","20","2","2","","","0.000053000","0.334143000"
"1522","9.998547","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=150377 Win=65535 Len=0","20","2","2","","","0.000082000","0.334577000"
"1523","9.998592","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=153013 Win=65535 Len=0","20","2","2","","","0.000045000","0.334622000"
"1524","9.998646","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=155649 Win=65535 Len=0","20","2","2","","","0.000054000","0.334676000"
"1525","9.998696","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=158569 Win=65535 Len=0","20","2","2","","","0.000050000","0.334726000"
"1526","9.998748","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=159745 Win=65535 Len=0","20","2","2","","","0.000052000","0.334778000"
"1536","9.999182","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=162665 Win=65535 Len=0","20","2","2","","","0.000095000","0.335212000"
"1537","9.999227","172.31.187.11","172.31.187.1","TCP","54","med-ltp(24000)  >  4630 [ACK] Seq=1 Ack=165301 Win=65535 Len=0","20","2","2","","","0.000045000","0.335257000"
