"No.","Time","Source","Destination","Protocol","Length","Info","TCP header length","DSCP","DSCP Value","QoS","TOS","tcp_delta_time","tcp_rel_time"
"32194","42.726584","77-251-106-152.cable.dynamic.v4.ziggo.nl","172.31.187.1","TCP","60","[TCP Spurious Retransmission] 33468  >  eq-office-4942(4942) [PSH, ACK] Seq=10 Ack=10 Win=64061 Len=5","20","Class Selector 2","CS2","","","3.890063000","36.684095000"
"32206","42.744593","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=2049577 Ack=2906 Win=65535 Len=1448 TSval=790407099 TSecr=283819[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.021358000","42.736572000"
"32208","42.765787","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=2051025 Ack=2906 Win=65535 Len=1448 TSval=790407099 TSecr=283819[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.021194000","42.757766000"
"32210","42.767385","74.246.217.87.dynamic.jazztel.es","172.31.187.1","TCP","1496","18638  >  4955 [ACK] Seq=272075 Ack=472 Win=63835 Len=1442","20","Class Selector 2","CS2","","","0.649784000","42.614562000"
"32214","42.779988","c-213-112-80-192.bbcust.telenor.se","172.31.187.1","TCP","60","19898  >  4954 [ACK] Seq=60799 Ack=85195 Win=16060 Len=0","20","Class Selector 2","CS2","","","0.084043000","35.331337000"
"32216","42.785785","74.246.217.87.dynamic.jazztel.es","172.31.187.1","TCP","1496","18638  >  4955 [ACK] Seq=273517 Ack=472 Win=63835 Len=1442","20","Class Selector 2","CS2","","","0.018400000","42.632962000"
"32218","42.785986","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=2052473 Ack=2906 Win=65535 Len=1448 TSval=790407099 TSecr=283819[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.020172000","42.777965000"
"32219","42.787785","c-213-112-80-192.bbcust.telenor.se","172.31.187.1","TCP","60","19898  >  4954 [ACK] Seq=60799 Ack=88115 Win=13140 Len=0","20","Class Selector 2","CS2","","","0.007776000","35.339134000"
"32220","42.790985","c-213-112-80-192.bbcust.telenor.se","172.31.187.1","TCP","60","19898  >  4954 [ACK] Seq=60799 Ack=91035 Win=10220 Len=0","20","Class Selector 2","CS2","","","0.003200000","35.342334000"
"32221","42.797584","c-213-112-80-192.bbcust.telenor.se","172.31.187.1","TCP","60","19898  >  4954 [ACK] Seq=60799 Ack=93955 Win=7300 Len=0","20","Class Selector 2","CS2","","","0.006599000","35.348933000"
"32222","42.801984","74.246.217.87.dynamic.jazztel.es","172.31.187.1","TCP","1496","18638  >  4955 [ACK] Seq=274959 Ack=472 Win=63835 Len=1442","20","Class Selector 2","CS2","","","0.016184000","42.649161000"
"32223","42.803785","c-213-112-80-192.bbcust.telenor.se","172.31.187.1","TCP","60","19898  >  4954 [ACK] Seq=60799 Ack=96875 Win=4380 Len=0","20","Class Selector 2","CS2","","","0.006201000","35.355134000"
"32224","42.810184","c-213-112-80-192.bbcust.telenor.se","172.31.187.1","TCP","60","19898  >  4954 [ACK] Seq=60799 Ack=99795 Win=1460 Len=0","20","Class Selector 2","CS2","","","0.006399000","35.361533000"
"32225","42.817985","c-213-112-80-192.bbcust.telenor.se","172.31.187.1","TCP","1434","19898  >  4954 [PSH, ACK] Seq=60799 Ack=99795 Win=1460 Len=1380","20","Class Selector 2","CS2","","","0.007801000","35.369334000"
"32226","42.822787","74.246.217.87.dynamic.jazztel.es","172.31.187.1","TCP","1496","18638  >  4955 [ACK] Seq=276401 Ack=472 Win=63835 Len=1442","20","Class Selector 2","CS2","","","0.020803000","42.669964000"
"32228","42.828586","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=2053921 Ack=2906 Win=65535 Len=1448 TSval=790407100 TSecr=283820[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.042600000","42.820565000"
"32230","42.840588","74.246.217.87.dynamic.jazztel.es","172.31.187.1","TCP","1496","18638  >  4955 [ACK] Seq=277843 Ack=472 Win=63835 Len=1442","20","Class Selector 2","CS2","","","0.017780000","42.687765000"
"32231","42.849785","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=2055369 Ack=2906 Win=65535 Len=1448 TSval=790407100 TSecr=283820[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.021182000","42.841764000"
"32232","42.859989","190-21-6-36.baf.movistar.cl","172.31.187.1","TCP","1494","48462  >  4863 [ACK] Seq=126936 Ack=137 Win=7684 Len=1440","20","Class Selector 2","CS2","","","0.304961000","42.819582000"
"32234","42.886586","114.205.219.87.dynamic.jazztel.es","172.31.187.1","BitTorrent","481","Continuation data  ","20","Class Selector 2","CS2","","","0.112850000","42.871778000"
"32236","42.893388","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=2056817 Ack=2906 Win=65535 Len=1448 TSval=790407100 TSecr=283820[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.043603000","42.885367000"
"32238","42.910389","200-112-71-33.baf.movistar.cl","172.31.187.1","TCP","1414","17739  >  35515 [ACK] Seq=88104 Ack=370 Win=17311 Len=1360","20","Class Selector 2","CS2","","","0.401984000","31.191410000"
"32239","42.912786","200-112-71-33.baf.movistar.cl","172.31.187.1","TCP","154","17739  >  35515 [PSH, ACK] Seq=89464 Ack=370 Win=17311 Len=100","20","Class Selector 2","CS2","","","0.002397000","31.193807000"
"32241","42.913786","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=2058265 Ack=2906 Win=65535 Len=1448 TSval=790407100 TSecr=283820[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.020380000","42.905765000"
"32242","42.916190","190-21-6-36.baf.movistar.cl","172.31.187.1","TCP","1494","48462  >  4863 [ACK] Seq=128376 Ack=137 Win=7684 Len=1440","20","Class Selector 2","CS2","","","0.056176000","42.875783000"
"32244","42.936387","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=2059713 Ack=2906 Win=65535 Len=1448 TSval=790407101 TSecr=283821[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.022601000","42.928366000"
"32247","42.958587","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=2061161 Ack=2906 Win=65535 Len=1448 TSval=790407101 TSecr=283821[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.022182000","42.950566000"
"32248","42.974801","190-21-6-36.baf.movistar.cl","172.31.187.1","TCP","1494","48462  >  4863 [ACK] Seq=129816 Ack=137 Win=7684 Len=1440","20","Class Selector 2","CS2","","","0.058590000","42.934394000"
"32250","42.989604","114.205.219.87.dynamic.jazztel.es","172.31.187.1","BitTorrent","267","Continuation data  ","20","Class Selector 2","CS2","","","0.102875000","42.974796000"
"32254","43.027402","212.174.114.237.static.ttnet.com.tr","172.31.187.1","TCP","1514","62433  >  35515 [PSH, ACK] Seq=156221 Ack=154 Win=16245 Len=1460","20","Class Selector 2","CS2","","","0.253691000","42.991784000"
"32255","43.040199","brnt-06-b2-v4wan-164912-cust188.vm7.cable.virginm.net","172.31.187.1","TCP","127","50136  >  startron(1057) [PSH, ACK] Seq=501 Ack=261 Win=64048 Len=73","20","Class Selector 2","CS2","","","4.313058000","26.077119000"
"32256","43.041592","c-213-112-80-192.bbcust.telenor.se","172.31.187.1","TCP","60","[TCP ZeroWindow] 19898  >  4954 [ACK] Seq=62179 Ack=101255 Win=0 Len=0","20","Class Selector 2","CS2","","","0.049098000","35.592941000"
"32257","43.042799","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=2062609 Ack=2906 Win=65535 Len=1448 TSval=790407102 TSecr=283821[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.084212000","43.034778000"
"32259","43.064005","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=2064057 Ack=2906 Win=65535 Len=1448 TSval=790407102 TSecr=283821[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.021167000","43.055984000"
"32260","43.078004","74.246.217.87.dynamic.jazztel.es","172.31.187.1","TCP","1496","18638  >  4955 [ACK] Seq=279285 Ack=472 Win=63835 Len=1442","20","Class Selector 2","CS2","","","0.085522000","42.925181000"
"32261","43.087004","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=2065505 Ack=2906 Win=65535 Len=1448 TSval=790407102 TSecr=283822[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.022999000","43.078983000"
"32264","43.107999","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=2066953 Ack=2906 Win=65535 Len=1448 TSval=790407102 TSecr=283822[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.020953000","43.099978000"
"32265","43.129205","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=2068401 Ack=2906 Win=65535 Len=1448 TSval=790407103 TSecr=283822[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.021206000","43.121184000"
"32267","43.136205","81.202.1.81.dyn.user.ono.com","172.31.187.1","TCP","63","19027  >  4926 [PSH, ACK] Seq=3227 Ack=191 Win=65535 Len=9","20","Assured Forwarding 21","AF21","","","0.362480000","42.893786000"
"32268","43.147790","host236.201-252-188.telecom.net.ar","172.31.187.1","TCP","1506","62154  >  35515 [ACK] Seq=116641 Ack=302 Win=33304 Len=1440 TSval=285775865 TSecr=283818[Packet size limited during capture]","32","Class Selector 2","CS2","","","0.592804000","40.940550000"
"32269","43.151593","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=2069849 Ack=2906 Win=65535 Len=1448 TSval=790407103 TSecr=283822[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.022344000","43.143572000"
"32270","43.172991","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=2071297 Ack=2906 Win=65535 Len=1448 TSval=790407103 TSecr=283823[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.021398000","43.164970000"
"32272","43.177590","200-112-71-33.baf.movistar.cl","172.31.187.1","TCP","1414","17739  >  35515 [ACK] Seq=89564 Ack=370 Win=17311 Len=1360","20","Class Selector 2","CS2","","","0.264786000","31.458611000"
"32273","43.181395","200-112-71-33.baf.movistar.cl","172.31.187.1","TCP","154","17739  >  35515 [PSH, ACK] Seq=90924 Ack=370 Win=17311 Len=100","20","Class Selector 2","CS2","","","0.003805000","31.462416000"
"32275","43.192992","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=2072745 Ack=2906 Win=65535 Len=1448 TSval=790407103 TSecr=283823[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.019974000","43.184971000"
"32276","43.199390","dsl-178-125-146-189-dynamic.prod-infinitum.com.mx","172.31.187.1","TCP","1506","59314  >  35515 [ACK] Seq=41761 Ack=225 Win=33120 Len=1440 TSval=358623467 TSecr=283822[Packet size limited during capture]","32","Assured Forwarding 21","AF21","","","0.972513000","42.614777000"
"32277","43.203591","200-112-71-33.baf.movistar.cl","172.31.187.1","TCP","1414","17739  >  35515 [ACK] Seq=91024 Ack=370 Win=17311 Len=1360","20","Class Selector 2","CS2","","","0.022173000","31.484612000"
"32278","43.206190","200-112-71-33.baf.movistar.cl","172.31.187.1","TCP","154","17739  >  35515 [PSH, ACK] Seq=92384 Ack=370 Win=17311 Len=100","20","Class Selector 2","CS2","","","0.002599000","31.487211000"
"32283","43.215592","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=2074193 Ack=2906 Win=65535 Len=1448 TSval=790407103 TSecr=283823[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.022600000","43.207571000"
"32285","43.217191","114.205.219.87.dynamic.jazztel.es","172.31.187.1","BitTorrent","1127","Continuation data  ","20","Class Selector 2","CS2","","","0.115361000","43.202383000"
"32286","43.236791","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=2075641 Ack=2906 Win=65535 Len=1448 TSval=790407104 TSecr=283823[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.021180000","43.228770000"
"32287","43.237391","190-21-6-36.baf.movistar.cl","172.31.187.1","TCP","1494","48462  >  4863 [ACK] Seq=131256 Ack=137 Win=7684 Len=1440","20","Class Selector 2","CS2","","","0.262556000","43.196984000"
"32289","43.252992","dsl-178-125-146-189-dynamic.prod-infinitum.com.mx","172.31.187.1","TCP","1506","59314  >  35515 [ACK] Seq=43201 Ack=225 Win=33120 Len=1440 TSval=358623467 TSecr=283822[Packet size limited during capture]","32","Assured Forwarding 21","AF21","","","0.053602000","42.668379000"
"32291","43.256996","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=2077089 Ack=2906 Win=65535 Len=1448 TSval=790407104 TSecr=283823[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.020205000","43.248975000"
"32297","43.299806","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=2078537 Ack=2906 Win=65535 Len=1448 TSval=790407104 TSecr=283823[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.042778000","43.291785000"
"32298","43.299833","184.146.212.218.starhub.net.sg","172.31.187.1","TCP","190","[TCP Retransmission] re-mail-ck(50)  >  35515 [FIN, PSH, ACK] Seq=264 Ack=321 Win=65215 Len=136","20","Class Selector 2","CS2","","","11.024968000","32.533681000"
"32303","43.321805","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=2079985 Ack=2906 Win=65535 Len=1448 TSval=790407104 TSecr=283823[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.021999000","43.313784000"
"32305","43.342406","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=2081433 Ack=2906 Win=65535 Len=1448 TSval=790407104 TSecr=283824[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.020565000","43.334385000"
"32306","43.364597","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=2082881 Ack=2906 Win=65535 Len=1448 TSval=790407104 TSecr=283824[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.022191000","43.356576000"
"32308","43.384796","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=2084329 Ack=2906 Win=65535 Len=1448 TSval=790407105 TSecr=283824[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.020168000","43.376775000"
"32309","43.406996","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=2085777 Ack=2906 Win=65535 Len=1448 TSval=790407105 TSecr=283824[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.022200000","43.398975000"
"32311","43.407031","host236.201-252-188.telecom.net.ar","172.31.187.1","TCP","1506","[TCP Previous segment not captured] 62154  >  35515 [ACK] Seq=119521 Ack=302 Win=33304 Len=1440 TSval=285775868 TSecr=283819[Packet size limited during capture]","32","Class Selector 2","CS2","","","0.086430000","41.199791000"
"32315","43.416595","c-213-112-80-192.bbcust.telenor.se","172.31.187.1","TCP","60","[TCP Window Update] 19898  >  4954 [ACK] Seq=62179 Ack=101255 Win=17520 Len=0","20","Class Selector 2","CS2","","","0.375003000","35.967944000"
"32326","43.421193","81.202.1.81.dyn.user.ono.com","172.31.187.1","TCP","63","19027  >  4926 [PSH, ACK] Seq=3236 Ack=191 Win=65535 Len=9","20","Assured Forwarding 21","AF21","","","0.100614000","43.178774000"
"32327","43.427393","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=2087225 Ack=2906 Win=65535 Len=1448 TSval=790407105 TSecr=283825[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.020373000","43.419372000"
"32329","43.439594","190-21-6-36.baf.movistar.cl","172.31.187.1","TCP","1494","48462  >  4863 [ACK] Seq=132696 Ack=137 Win=7684 Len=1440","20","Class Selector 2","CS2","","","0.202184000","43.399187000"
"32331","43.442593","74.246.217.87.dynamic.jazztel.es","172.31.187.1","TCP","1496","18638  >  4955 [ACK] Seq=280727 Ack=472 Win=63835 Len=1442","20","Class Selector 2","CS2","","","0.231390000","43.289770000"
"32333","43.448594","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=2088673 Ack=2906 Win=65535 Len=1448 TSval=790407105 TSecr=283825[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.021201000","43.440573000"
"32335","43.464999","212.174.114.237.static.ttnet.com.tr","172.31.187.1","TCP","1514","62433  >  35515 [PSH, ACK] Seq=157681 Ack=154 Win=16245 Len=1460","20","Class Selector 2","CS2","","","0.253820000","43.429381000"
"32336","43.467594","host236.201-252-188.telecom.net.ar","172.31.187.1","TCP","1506","62154  >  35515 [ACK] Seq=120961 Ack=302 Win=33304 Len=1440 TSval=285775868 TSecr=283821[Packet size limited during capture]","32","Class Selector 2","CS2","","","0.060545000","41.260354000"
"32338","43.469993","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=2090121 Ack=2906 Win=65535 Len=1448 TSval=790407106 TSecr=283825[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.021381000","43.461972000"
"32339","43.472995","pc-128-30-161-190.cm.vtr.net","172.31.187.1","TCP","60","55970  >  4865 [ACK] Seq=154761 Ack=171 Win=64720 Len=0","20","Class Selector 2","CS2","","","2.360216000","42.039938000"
"32341","43.491394","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=2091569 Ack=2906 Win=65535 Len=1448 TSval=790407106 TSecr=283825[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.021401000","43.483373000"
"32343","43.496395","84.126.98.118.dyn.user.ono.com","172.31.187.1","BitTorrent","60","Interested  ","20","Assured Forwarding 21","AF21","","","0.089261000","36.047957000"
"32344","43.499394","c-213-112-80-192.bbcust.telenor.se","172.31.187.1","TCP","60","19898  >  4954 [ACK] Seq=62179 Ack=104175 Win=17520 Len=0","20","Class Selector 2","CS2","","","0.082668000","36.050743000"
"32345","43.508194","c-213-112-80-192.bbcust.telenor.se","172.31.187.1","TCP","60","19898  >  4954 [ACK] Seq=62179 Ack=107095 Win=17520 Len=0","20","Class Selector 2","CS2","","","0.008800000","36.059543000"
"32346","43.512394","c-213-112-80-192.bbcust.telenor.se","172.31.187.1","TCP","60","19898  >  4954 [ACK] Seq=62179 Ack=110015 Win=17520 Len=0","20","Class Selector 2","CS2","","","0.004200000","36.063743000"
"32347","43.517594","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=2093017 Ack=2906 Win=65535 Len=1448 TSval=790407107 TSecr=283826[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.026183000","43.509573000"
"32348","43.517995","c-213-112-80-192.bbcust.telenor.se","172.31.187.1","TCP","60","19898  >  4954 [ACK] Seq=62179 Ack=112935 Win=14600 Len=0","20","Class Selector 2","CS2","","","0.005601000","36.069344000"
"32349","43.521594","host236.201-252-188.telecom.net.ar","172.31.187.1","TCP","1506","62154  >  35515 [ACK] Seq=122401 Ack=302 Win=33304 Len=1440 TSval=285775868 TSecr=283821[Packet size limited during capture]","32","Class Selector 2","CS2","","","0.053977000","41.314354000"
"32351","43.527807","c-213-112-80-192.bbcust.telenor.se","172.31.187.1","TCP","60","19898  >  4954 [ACK] Seq=62179 Ack=115069 Win=12466 Len=0","20","Class Selector 2","CS2","","","0.009812000","36.079156000"
"32352","43.538807","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=2094465 Ack=2906 Win=65535 Len=1448 TSval=790407107 TSecr=283826[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.021213000","43.530786000"
"32355","43.557409","c935751f.virtua.com.br","172.31.187.1","TCP","1514","23497  >  4907 [PSH, ACK] Seq=4545 Ack=35 Win=65032 Len=1460","20","Class Selector 2","CS2","","","5.267749000","32.993048000"
"32356","43.559005","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=2095913 Ack=2906 Win=65535 Len=1448 TSval=790407107 TSecr=283826[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.020162000","43.550984000"
"32357","43.562405","74.246.217.87.dynamic.jazztel.es","172.31.187.1","TCP","1496","[TCP Previous segment not captured] 18638  >  4955 [ACK] Seq=287937 Ack=472 Win=63835 Len=1442","20","Class Selector 2","CS2","","","0.119704000","43.409582000"
"32359","43.565805","pc-128-30-161-190.cm.vtr.net","172.31.187.1","TCP","1514","55970  >  4865 [ACK] Seq=154761 Ack=171 Win=64720 Len=1460","20","Class Selector 2","CS2","","","0.092788000","42.132748000"
"32360","43.571206","114.205.219.87.dynamic.jazztel.es","172.31.187.1","BitTorrent","1264","Continuation data  ","20","Class Selector 2","CS2","","","0.141294000","43.556398000"
"32361","43.580413","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=2097361 Ack=2906 Win=65535 Len=1448 TSval=790407107 TSecr=283826[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.021408000","43.572392000"
"32371","43.592610","pc-128-30-161-190.cm.vtr.net","172.31.187.1","TCP","1514","55970  >  4865 [ACK] Seq=156221 Ack=171 Win=64720 Len=1460","20","Class Selector 2","CS2","","","0.026805000","42.159553000"
"32373","43.603213","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=2098809 Ack=2906 Win=65535 Len=1448 TSval=790407108 TSecr=283828[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.022759000","43.595192000"
"32374","43.620810","pc-128-30-161-190.cm.vtr.net","172.31.187.1","TCP","1514","55970  >  4865 [ACK] Seq=157681 Ack=171 Win=64720 Len=1460","20","Class Selector 2","CS2","","","0.028158000","42.187753000"
"32375","43.623997","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=2100257 Ack=2906 Win=65535 Len=1448 TSval=790407108 TSecr=283828[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.020784000","43.615976000"
"32377","43.638397","pc-128-30-161-190.cm.vtr.net","172.31.187.1","TCP","1514","55970  >  4865 [ACK] Seq=159141 Ack=171 Win=64720 Len=1460","20","Class Selector 2","CS2","","","0.017587000","42.205340000"
"32379","43.644396","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=2101705 Ack=2906 Win=65535 Len=1448 TSval=790407109 TSecr=283829[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.020371000","43.636375000"
"32382","43.648798","pc-128-30-161-190.cm.vtr.net","172.31.187.1","TCP","1514","55970  >  4865 [ACK] Seq=160601 Ack=171 Win=64720 Len=1460","20","Class Selector 2","CS2","","","0.010383000","42.215741000"
"32383","43.663399","81.202.1.81.dyn.user.ono.com","172.31.187.1","TCP","72","19027  >  4926 [PSH, ACK] Seq=3245 Ack=191 Win=65535 Len=18","20","Assured Forwarding 21","AF21","","","0.124114000","43.420980000"
"32384","43.665597","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=2103153 Ack=2906 Win=65535 Len=1448 TSval=790407109 TSecr=283829[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.021201000","43.657576000"
"32386","43.668397","190-21-6-36.baf.movistar.cl","172.31.187.1","TCP","1494","[TCP Retransmission] 48462  >  4863 [ACK] Seq=125496 Ack=137 Win=7684 Len=1440","20","Class Selector 2","CS2","","","0.228788000","43.627990000"
"32388","43.670999","c-213-112-80-192.bbcust.telenor.se","172.31.187.1","TCP","60","19898  >  4954 [ACK] Seq=62179 Ack=117989 Win=9546 Len=0","20","Class Selector 2","CS2","","","0.084056000","36.222348000"
"32389","43.675796","c-213-112-80-192.bbcust.telenor.se","172.31.187.1","TCP","60","19898  >  4954 [ACK] Seq=62179 Ack=120909 Win=6626 Len=0","20","Class Selector 2","CS2","","","0.004797000","36.227145000"
"32390","43.681996","pc-128-30-161-190.cm.vtr.net","172.31.187.1","TCP","1514","55970  >  4865 [ACK] Seq=162061 Ack=171 Win=64720 Len=1460","20","Class Selector 2","CS2","","","0.033198000","42.248939000"
"32392","43.682596","c-213-112-80-192.bbcust.telenor.se","172.31.187.1","TCP","60","19898  >  4954 [ACK] Seq=62179 Ack=123829 Win=3706 Len=0","20","Class Selector 2","CS2","","","0.006800000","36.233945000"
"32393","43.687797","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=2104601 Ack=2906 Win=65535 Len=1448 TSval=790407109 TSecr=283829[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.022181000","43.679776000"
"32394","43.688597","c-213-112-80-192.bbcust.telenor.se","172.31.187.1","TCP","60","19898  >  4954 [ACK] Seq=62179 Ack=126749 Win=786 Len=0","20","Class Selector 2","CS2","","","0.006001000","36.239946000"
"32395","43.692796","host236.201-252-188.telecom.net.ar","172.31.187.1","TCP","1506","62154  >  35515 [ACK] Seq=123841 Ack=302 Win=33304 Len=1440 TSval=285775873 TSecr=283825[Packet size limited during capture]","32","Class Selector 2","CS2","","","0.171185000","41.485556000"
"32397","43.696797","pc-128-30-161-190.cm.vtr.net","172.31.187.1","TCP","1514","55970  >  4865 [PSH, ACK] Seq=163521 Ack=171 Win=64720 Len=1460","20","Class Selector 2","CS2","","","0.014785000","42.263740000"
"32398","43.709198","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=2106049 Ack=2906 Win=65535 Len=1448 TSval=790407109 TSecr=283829[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.021401000","43.701177000"
"32400","43.716202","200-112-71-33.baf.movistar.cl","172.31.187.1","TCP","1414","17739  >  35515 [ACK] Seq=92484 Ack=370 Win=17311 Len=1360","20","Class Selector 2","CS2","","","0.509997000","31.997223000"
"32401","43.724198","200-112-71-33.baf.movistar.cl","172.31.187.1","TCP","154","17739  >  35515 [PSH, ACK] Seq=93844 Ack=370 Win=17311 Len=100","20","Class Selector 2","CS2","","","0.007996000","32.005219000"
"32403","43.725798","190-21-6-36.baf.movistar.cl","172.31.187.1","TCP","1494","48462  >  4863 [ACK] Seq=134136 Ack=137 Win=7684 Len=1440","20","Class Selector 2","CS2","","","0.057364000","43.685391000"
"32404","43.734798","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=2107497 Ack=2906 Win=65535 Len=1448 TSval=790407110 TSecr=283830[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.025584000","43.726777000"
"32405","43.745400","200-112-71-33.baf.movistar.cl","172.31.187.1","TCP","1414","17739  >  35515 [ACK] Seq=93944 Ack=370 Win=17311 Len=1360","20","Class Selector 2","CS2","","","0.021180000","32.026421000"
"32406","43.746997","200-112-71-33.baf.movistar.cl","172.31.187.1","TCP","154","17739  >  35515 [PSH, ACK] Seq=95304 Ack=370 Win=17311 Len=100","20","Class Selector 2","CS2","","","0.001597000","32.028018000"
