"No.","Time","Source","Destination","Protocol","Length","Info","TCP header length","DSCP","DSCP Value","QoS","TOS","tcp_delta_time","tcp_rel_time"
"4","0.008021","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=1 Ack=1 Win=65535 Len=1448 TSval=790406671 TSecr=283389[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.000000000","0.000000000"
"6","0.014808","114.205.219.87.dynamic.jazztel.es","172.31.187.1","BitTorrent","474","Continuation data  ","20","Class Selector 2","CS2","","","0.000000000","0.000000000"
"7","0.029019","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=1449 Ack=1 Win=65535 Len=1448 TSval=790406671 TSecr=283389[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.020954000","0.020998000"
"8","0.035618","212.174.114.237.static.ttnet.com.tr","172.31.187.1","TCP","1514","62433  >  35515 [PSH, ACK] Seq=1 Ack=1 Win=16283 Len=1460","20","Class Selector 2","CS2","","","0.000000000","0.000000000"
"9","0.040407","190-21-6-36.baf.movistar.cl","172.31.187.1","TCP","1494","48462  >  4863 [ACK] Seq=1 Ack=1 Win=7820 Len=1440","20","Class Selector 2","CS2","","","0.000000000","0.000000000"
"11","0.050422","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=2897 Ack=1 Win=65535 Len=1448 TSval=790406671 TSecr=283389[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.021403000","0.042401000"
"13","0.072819","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=4345 Ack=1 Win=65535 Len=1448 TSval=790406671 TSecr=283389[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.022354000","0.064798000"
"14","0.077817","static-sch-17-225-126-221-on-nets.com","172.31.187.1","BT-DHT","349","","","Class Selector 2","CS2","","","",""
"16","0.093421","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=5793 Ack=1 Win=65535 Len=1448 TSval=790406671 TSecr=283389[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.020602000","0.085400000"
"18","0.105819","190-21-6-36.baf.movistar.cl","172.31.187.1","TCP","1494","48462  >  4863 [ACK] Seq=1441 Ack=1 Win=7820 Len=1440","20","Class Selector 2","CS2","","","0.065387000","0.065412000"
"19","0.115410","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=7241 Ack=1 Win=65535 Len=1448 TSval=790406671 TSecr=283389[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.021948000","0.107389000"
"20","0.121218","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","535","57857  >  35515 [PSH, ACK] Seq=8689 Ack=1 Win=65535 Len=469 TSval=790406671 TSecr=283389[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.005808000","0.113197000"
"36","0.152823","74.246.217.87.dynamic.jazztel.es","172.31.187.1","TCP","1496","18638  >  4955 [ACK] Seq=1 Ack=1 Win=64306 Len=1442","20","Class Selector 2","CS2","","","0.000000000","0.000000000"
"39","0.154212","pc-173-25-104-200.cm.vtr.net","172.31.187.1","TCP","60","25701  >  wmlserver(4883) [ACK] Seq=1 Ack=1 Win=15173 Len=0","20","Class Selector 2","CS2","","","0.000000000","0.000000000"
"40","0.167423","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","66","57857  >  35515 [ACK] Seq=9158 Ack=290 Win=65535 Len=0 TSval=790406673 TSecr=283391","32","Assured Forwarding 11","AF11","","","0.046169000","0.159402000"
"42","0.192826","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=9158 Ack=290 Win=65535 Len=1448 TSval=790406674 TSecr=283392[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.025403000","0.184805000"
"43","0.214224","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=10606 Ack=290 Win=65535 Len=1448 TSval=790406674 TSecr=283392[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.021398000","0.206203000"
"48","0.236420","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=12054 Ack=290 Win=65535 Len=1448 TSval=790406674 TSecr=283392[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.022152000","0.228399000"
"49","0.242419","81.202.1.81.dyn.user.ono.com","172.31.187.1","TCP","72","19027  >  4926 [PSH, ACK] Seq=1 Ack=1 Win=65535 Len=18","20","Assured Forwarding 21","AF21","","","0.000000000","0.000000000"
"50","0.257824","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=13502 Ack=290 Win=65535 Len=1448 TSval=790406674 TSecr=283392[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.021404000","0.249803000"
"52","0.278023","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=14950 Ack=290 Win=65535 Len=1448 TSval=790406674 TSecr=283392[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.020154000","0.270002000"
"53","0.300421","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=16398 Ack=290 Win=65535 Len=1448 TSval=790406674 TSecr=283392[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.022398000","0.292400000"
"55","0.320623","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=17846 Ack=290 Win=65535 Len=1448 TSval=790406674 TSecr=283392[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.020163000","0.312602000"
"56","0.337015","114.205.219.87.dynamic.jazztel.es","172.31.187.1","BitTorrent","564","Continuation data  ","20","Class Selector 2","CS2","","","0.107117000","0.322207000"
"57","0.341615","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=19294 Ack=290 Win=65535 Len=1448 TSval=790406674 TSecr=283392[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.020992000","0.333594000"
"59","0.364811","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=20742 Ack=290 Win=65535 Len=1448 TSval=790406674 TSecr=283392[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.023167000","0.356790000"
"60","0.377013","pc-173-25-104-200.cm.vtr.net","172.31.187.1","TCP","60","[TCP ZeroWindow] 25701  >  wmlserver(4883) [ACK] Seq=1 Ack=1 Win=0 Len=0","20","Class Selector 2","CS2","","","0.222801000","0.222801000"
"61","0.384411","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","[TCP Previous segment not captured] 57857  >  35515 [ACK] Seq=31347 Ack=290 Win=65535 Len=1448 TSval=790406674 TSecr=283392[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.019600000","0.376390000"
"64","0.393215","dsl-173-221-156-189-dynamic.prod-infinitum.com.mx","172.31.187.1","TCP","615","64660  >  35515 [PSH, ACK] Seq=1 Ack=1 Win=16727 Len=561","20","Class Selector 2","CS2","","","0.000000000","0.000000000"
"65","0.407014","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=32795 Ack=290 Win=65535 Len=1448 TSval=790406674 TSecr=283392[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.022584000","0.398993000"
"68","0.429213","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=34243 Ack=290 Win=65535 Len=1448 TSval=790406674 TSecr=283393[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.022175000","0.421192000"
"72","0.450412","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","[TCP Previous segment not captured] 57857  >  35515 [ACK] Seq=37139 Ack=290 Win=65535 Len=1448 TSval=790406675 TSecr=283393[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.021182000","0.442391000"
"74","0.462812","114.205.219.87.dynamic.jazztel.es","172.31.187.1","BitTorrent","1506","Continuation data  ","20","Class Selector 2","CS2","","","0.014191000","0.448004000"
"75","0.463413","hag-tkubng11-54f8e3-30.dhcp.inet.fi","172.31.187.1","BT-DHT","349","","","Class Selector 2","CS2","","","",""
"77","0.471819","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=38587 Ack=290 Win=65535 Len=1448 TSval=790406675 TSecr=283393[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.021392000","0.463798000"
"79","0.487613","212.174.114.237.static.ttnet.com.tr","172.31.187.1","TCP","1514","62433  >  35515 [PSH, ACK] Seq=1461 Ack=1 Win=16283 Len=1460","20","Class Selector 2","CS2","","","0.257682000","0.451995000"
"89","0.536029","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=40035 Ack=290 Win=65535 Len=1448 TSval=790406677 TSecr=283396[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.064181000","0.528008000"
"92","0.557215","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=41483 Ack=290 Win=65535 Len=1448 TSval=790406677 TSecr=283396[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.021150000","0.549194000"
"95","0.570413","114.205.219.87.dynamic.jazztel.es","172.31.187.1","BitTorrent","648","Continuation data  ","20","Class Selector 2","CS2","","","0.107601000","0.555605000"
"97","0.577214","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=42931 Ack=290 Win=65535 Len=1448 TSval=790406677 TSecr=283396[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.019983000","0.569193000"
"99","0.584613","dsl-178-125-146-189-dynamic.prod-infinitum.com.mx","172.31.187.1","TCP","1506","59314  >  35515 [ACK] Seq=1 Ack=1 Win=33120 Len=1440 TSval=358623041 TSecr=283396[Packet size limited during capture]","32","Assured Forwarding 21","AF21","","","0.000000000","0.000000000"
"101","0.623621","pc-166-29-100-190.cm.vtr.net","172.31.187.1","TCP","1514","19159  >  4946 [ACK] Seq=1 Ack=1 Win=64821 Len=1460","20","Class Selector 2","CS2","","","0.000000000","0.000000000"
"102","0.631815","pc-166-29-100-190.cm.vtr.net","172.31.187.1","TCP","1514","19159  >  4946 [ACK] Seq=1461 Ack=1 Win=64821 Len=1460","20","Class Selector 2","CS2","","","0.008194000","0.008194000"
"104","0.637417","dsl-178-125-146-189-dynamic.prod-infinitum.com.mx","172.31.187.1","TCP","1506","59314  >  35515 [ACK] Seq=1441 Ack=1 Win=33120 Len=1440 TSval=358623041 TSecr=283396[Packet size limited during capture]","32","Assured Forwarding 21","AF21","","","0.052804000","0.052804000"
"106","0.641815","218.81.247.104","172.31.187.1","BT-DHT","140","","","Assured Forwarding 21","AF21","","","",""
"108","0.663619","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=44379 Ack=290 Win=65535 Len=1448 TSval=790406678 TSecr=283397[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.086391000","0.655598000"
"111","0.674815","114.205.219.87.dynamic.jazztel.es","172.31.187.1","BitTorrent","294","Continuation data  ","20","Class Selector 2","CS2","","","0.104383000","0.660007000"
"112","0.683616","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=45827 Ack=290 Win=65535 Len=1448 TSval=790406678 TSecr=283397[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.019975000","0.675595000"
"114","0.694815","81.202.1.81.dyn.user.ono.com","172.31.187.1","TCP","357","19027  >  4926 [PSH, ACK] Seq=19 Ack=1 Win=65535 Len=303","20","Assured Forwarding 21","AF21","","","0.246207000","0.452396000"
"115","0.706216","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=47275 Ack=290 Win=65535 Len=1448 TSval=790406678 TSecr=283397[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.022586000","0.698195000"
"117","0.727618","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=48723 Ack=290 Win=65535 Len=1448 TSval=790406678 TSecr=283397[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.021389000","0.719597000"
"119","0.745216","87-196-219-109.net.novis.pt","172.31.187.1","TCP","1494","19304  >  4916 [ACK] Seq=1 Ack=1 Win=31240 Len=1440","20","Class Selector 2","CS2","","","0.327838000","0.327838000"
"120","0.748825","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=50171 Ack=290 Win=65535 Len=1448 TSval=790406679 TSecr=283398[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.021190000","0.740804000"
"122","0.762817","74.246.217.87.dynamic.jazztel.es","172.31.187.1","TCP","1496","[TCP Previous segment not captured] 18638  >  4955 [ACK] Seq=2513 Ack=1 Win=64306 Len=1442","20","Class Selector 2","CS2","","","0.609793000","0.609994000"
"123","0.769017","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=51619 Ack=290 Win=65535 Len=1448 TSval=790406679 TSecr=283398[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.020162000","0.760996000"
"125","0.772816","87-196-219-109.net.novis.pt","172.31.187.1","TCP","1494","19304  >  4916 [ACK] Seq=1441 Ack=1 Win=31240 Len=1440","20","Class Selector 2","CS2","","","0.027600000","0.355438000"
"127","0.780820","74.246.217.87.dynamic.jazztel.es","172.31.187.1","TCP","1496","18638  >  4955 [ACK] Seq=3955 Ack=1 Win=64306 Len=1442","20","Class Selector 2","CS2","","","0.018003000","0.627997000"
"129","0.791417","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=53067 Ack=290 Win=65535 Len=1448 TSval=790406679 TSecr=283398[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.022385000","0.783396000"
"131","0.798417","87-196-219-109.net.novis.pt","172.31.187.1","TCP","1494","19304  >  4916 [ACK] Seq=2881 Ack=1 Win=31240 Len=1440","20","Class Selector 2","CS2","","","0.025586000","0.381039000"
"133","0.802417","74.246.217.87.dynamic.jazztel.es","172.31.187.1","TCP","1496","18638  >  4955 [ACK] Seq=5397 Ack=1 Win=64306 Len=1442","20","Class Selector 2","CS2","","","0.021577000","0.649594000"
"134","0.812623","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=54515 Ack=290 Win=65535 Len=1448 TSval=790406679 TSecr=283398[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.021190000","0.804602000"
"136","0.817217","74.246.217.87.dynamic.jazztel.es","172.31.187.1","TCP","1496","18638  >  4955 [ACK] Seq=6839 Ack=1 Win=64306 Len=1442","20","Class Selector 2","CS2","","","0.014800000","0.664394000"
"138","0.825828","87-196-219-109.net.novis.pt","172.31.187.1","TCP","1494","19304  >  4916 [ACK] Seq=4321 Ack=1 Win=31240 Len=1440","20","Class Selector 2","CS2","","","0.027411000","0.408450000"
"140","0.832818","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=55963 Ack=290 Win=65535 Len=1448 TSval=790406679 TSecr=283398[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.020168000","0.824797000"
"142","0.835817","74.246.217.87.dynamic.jazztel.es","172.31.187.1","TCP","1496","18638  >  4955 [ACK] Seq=8281 Ack=1 Win=64306 Len=1442","20","Class Selector 2","CS2","","","0.018582000","0.682994000"
"143","0.853026","74.246.217.87.dynamic.jazztel.es","172.31.187.1","TCP","1496","18638  >  4955 [ACK] Seq=9723 Ack=1 Win=64306 Len=1442","20","Class Selector 2","CS2","","","0.017209000","0.700203000"
"145","0.855418","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=57411 Ack=290 Win=65535 Len=1448 TSval=790406680 TSecr=283399[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.022580000","0.847397000"
"147","0.863217","212.174.114.237.static.ttnet.com.tr","172.31.187.1","TCP","1514","62433  >  35515 [PSH, ACK] Seq=2921 Ack=1 Win=16283 Len=1460","20","Class Selector 2","CS2","","","0.195874000","0.827599000"
"148","0.870618","74.246.217.87.dynamic.jazztel.es","172.31.187.1","TCP","1496","18638  >  4955 [ACK] Seq=11165 Ack=1 Win=64306 Len=1442","20","Class Selector 2","CS2","","","0.017560000","0.717795000"
"149","0.876818","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=58859 Ack=290 Win=65535 Len=1448 TSval=790406680 TSecr=283399[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.021381000","0.868797000"
"154","0.888218","74.246.217.87.dynamic.jazztel.es","172.31.187.1","TCP","1496","18638  >  4955 [ACK] Seq=12607 Ack=1 Win=64306 Len=1442","20","Class Selector 2","CS2","","","0.017600000","0.735395000"
"156","0.899618","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=60307 Ack=290 Win=65535 Len=1448 TSval=790406680 TSecr=283399[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.022784000","0.891597000"
"158","0.905620","74.246.217.87.dynamic.jazztel.es","172.31.187.1","TCP","1496","18638  >  4955 [ACK] Seq=14049 Ack=1 Win=64306 Len=1442","20","Class Selector 2","CS2","","","0.017387000","0.752797000"
"159","0.921219","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=61755 Ack=290 Win=65535 Len=1448 TSval=790406680 TSecr=283399[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.021588000","0.913198000"
"161","0.947819","74.246.217.87.dynamic.jazztel.es","172.31.187.1","TCP","60","18638  >  4955 [ACK] Seq=15491 Ack=18 Win=64289 Len=0","20","Class Selector 2","CS2","","","0.042199000","0.794996000"
"166","0.964632","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=63203 Ack=290 Win=65535 Len=1448 TSval=790406681 TSecr=283399[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.043396000","0.956611000"
"168","0.986030","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=64651 Ack=290 Win=65535 Len=1448 TSval=790406681 TSecr=283399[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.021361000","0.978009000"
"171","1.003229","114.205.219.87.dynamic.jazztel.es","172.31.187.1","BitTorrent","1394","Continuation data  ","20","Class Selector 2","CS2","","","0.117136000","0.988421000"
"172","1.009627","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=66099 Ack=290 Win=65535 Len=1448 TSval=790406681 TSecr=283400[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.023565000","1.001606000"
"174","1.031234","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=67547 Ack=290 Win=65535 Len=1448 TSval=790406681 TSecr=283400[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.021575000","1.023213000"
"177","1.054833","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=68995 Ack=290 Win=65535 Len=1448 TSval=790406682 TSecr=283400[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.023561000","1.046812000"
"179","1.075033","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=70443 Ack=290 Win=65535 Len=1448 TSval=790406682 TSecr=283400[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.020164000","1.067012000"
"181","1.100235","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=71891 Ack=290 Win=65535 Len=1448 TSval=790406682 TSecr=283401[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.025168000","1.092214000"
"184","1.123034","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=73339 Ack=290 Win=65535 Len=1448 TSval=790406683 TSecr=283401[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.022761000","1.115013000"
"186","1.145236","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=74787 Ack=290 Win=65535 Len=1448 TSval=790406683 TSecr=283401[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.022165000","1.137215000"
"188","1.169475","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=76235 Ack=290 Win=65535 Len=1448 TSval=790406683 TSecr=283402[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.024201000","1.161454000"
"190","1.189628","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=77683 Ack=290 Win=65535 Len=1448 TSval=790406683 TSecr=283402[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.020118000","1.181607000"
"193","1.211831","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=79131 Ack=290 Win=65535 Len=1448 TSval=790406684 TSecr=283402[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.022174000","1.203810000"
"196","1.233232","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=80579 Ack=290 Win=65535 Len=1448 TSval=790406684 TSecr=283402[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.021372000","1.225211000"
"198","1.254036","212.174.114.237.static.ttnet.com.tr","172.31.187.1","TCP","1514","62433  >  35515 [PSH, ACK] Seq=4381 Ack=1 Win=16283 Len=1460","20","Class Selector 2","CS2","","","0.258578000","1.218418000"
"199","1.254223","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=82027 Ack=290 Win=65535 Len=1448 TSval=790406684 TSecr=283403[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.020956000","1.246202000"
"201","1.274834","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","57857  >  35515 [ACK] Seq=83475 Ack=290 Win=65535 Len=1448 TSval=790406684 TSecr=283403[Packet size limited during capture]","32","Assured Forwarding 11","AF11","","","0.020583000","1.266813000"
"203","1.297036","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","[TCP Retransmission] 57857  >  35515 [ACK, CWR] Seq=22190 Ack=290 Win=65535 Len=1448 TSval=790406685 TSecr=283403","32","Assured Forwarding 11","AF11","","","0.022168000","1.289015000"
"204","1.320041","114.205.219.87.dynamic.jazztel.es","172.31.187.1","BitTorrent","1506","Continuation data  ","20","Class Selector 2","CS2","","","0.105859000","1.305233000"
"205","1.343240","114.205.219.87.dynamic.jazztel.es","172.31.187.1","BitTorrent","861","Continuation data  ","20","Class Selector 2","CS2","","","0.023199000","1.328432000"
"207","1.371439","81.202.1.81.dyn.user.ono.com","172.31.187.1","TCP","63","19027  >  4926 [PSH, ACK] Seq=322 Ack=1 Win=65535 Len=9","20","Assured Forwarding 21","AF21","","","0.485335000","1.129020000"
"208","1.395245","c-213-112-80-192.bbcust.telenor.se","172.31.187.1","TCP","62","63679  >  35515 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM","28","Class Selector 2","CS2","","","0.000000000","0.000000000"
"216","1.446042","114.205.219.87.dynamic.jazztel.es","172.31.187.1","BitTorrent","174","Continuation data  ","20","Class Selector 2","CS2","","","0.102758000","1.431234000"
"217","1.456242","pc-166-29-100-190.cm.vtr.net","172.31.187.1","TCP","1514","19159  >  4946 [ACK] Seq=2921 Ack=1 Win=64821 Len=1460","20","Class Selector 2","CS2","","","0.824406000","0.832621000"
"218","1.460437","pc-166-29-100-190.cm.vtr.net","172.31.187.1","TCP","391","19159  >  4946 [PSH, ACK] Seq=4381 Ack=1 Win=64821 Len=337","20","Class Selector 2","CS2","","","0.004195000","0.836816000"
"221","1.473042","c-213-112-80-192.bbcust.telenor.se","172.31.187.1","TCP","60","63679  >  35515 [ACK] Seq=1 Ack=1 Win=17520 Len=0","20","Class Selector 2","CS2","","","0.077721000","0.077797000"
"222","1.491642","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","[TCP Retransmission] 57857  >  35515 [ACK] Seq=23638 Ack=290 Win=65535 Len=1448 TSval=790406689 TSecr=283408","32","Assured Forwarding 11","AF11","","","0.058671000","1.483621000"
"223","1.504245","c-213-112-80-192.bbcust.telenor.se","172.31.187.1","TCP","102","63679  >  35515 [PSH, ACK] Seq=1 Ack=1 Win=17520 Len=48","20","Class Selector 2","CS2","","","0.031203000","0.109000000"
"226","1.557843","74.246.217.87.dynamic.jazztel.es","172.31.187.1","TCP","1496","18638  >  4955 [ACK] Seq=15491 Ack=18 Win=64289 Len=1442","20","Class Selector 2","CS2","","","0.453019000","1.405020000"
"227","1.574232","74.246.217.87.dynamic.jazztel.es","172.31.187.1","TCP","1496","18638  >  4955 [ACK] Seq=16933 Ack=18 Win=64289 Len=1442","20","Class Selector 2","CS2","","","0.016389000","1.421409000"
"229","1.577828","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","[TCP Retransmission] 57857  >  35515 [ACK] Seq=25086 Ack=290 Win=65535 Len=1448 TSval=790406689 TSecr=283408","32","Assured Forwarding 11","AF11","","","0.086186000","1.569807000"
"231","1.595035","74.246.217.87.dynamic.jazztel.es","172.31.187.1","TCP","1496","18638  >  4955 [ACK] Seq=18375 Ack=18 Win=64289 Len=1442","20","Class Selector 2","CS2","","","0.020773000","1.442212000"
"233","1.599030","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","[TCP Retransmission] 57857  >  35515 [ACK] Seq=26534 Ack=290 Win=65535 Len=1448 TSval=790406689 TSecr=283408","32","Assured Forwarding 11","AF11","","","0.021173000","1.591009000"
"234","1.611428","74.246.217.87.dynamic.jazztel.es","172.31.187.1","TCP","1496","18638  >  4955 [ACK] Seq=19817 Ack=18 Win=64289 Len=1442","20","Class Selector 2","CS2","","","0.016233000","1.458605000"
"235","1.619228","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","[TCP Retransmission] 57857  >  35515 [ACK] Seq=27982 Ack=290 Win=65535 Len=1448 TSval=790406689 TSecr=283408","32","Assured Forwarding 11","AF11","","","0.020198000","1.611207000"
"237","1.629629","74.246.217.87.dynamic.jazztel.es","172.31.187.1","TCP","1496","18638  >  4955 [ACK] Seq=21259 Ack=18 Win=64289 Len=1442","20","Class Selector 2","CS2","","","0.018201000","1.476806000"
"239","1.640828","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","1514","[TCP Retransmission] 57857  >  35515 [ACK] Seq=29430 Ack=290 Win=65535 Len=1448 TSval=790406690 TSecr=283409","32","Assured Forwarding 11","AF11","","","0.021583000","1.632807000"
"241","1.650028","78-59-201-167.static.zebra.lt","172.31.187.1","TCP","535","[TCP Retransmission] 57857  >  35515 [ACK] Seq=30878 Ack=290 Win=65535 Len=469 TSval=790406690 TSecr=283409","32","Assured Forwarding 11","AF11","","","0.009177000","1.642007000"
