"No.","Time","Source","Destination","Protocol","Length","Info","TCP header length","DSCP","DSCP Value","QoS","TOS","tcp_delta_time","tcp_rel_time"
"1","0.000000","172.31.187.1","172.31.187.100","TCP","62","4638  >  ssh(22) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM","28","Default","CS0","","","0.000000000","0.000000000"
"3","0.000160","172.31.187.1","172.31.187.100","TCP","60","4638  >  ssh(22) [ACK] Seq=1 Ack=1 Win=65535 Len=0","20","Default","CS0","","","0.000150000","0.000160000"
"24","0.131389","172.31.187.1","172.31.187.11","TCP","62","4620  >  ftp(21) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM","28","Default","CS0","","","0.000000000","0.000000000"
"26","0.131592","172.31.187.1","172.31.187.11","TCP","60","4620  >  ftp(21) [ACK] Seq=1 Ack=1 Win=65535 Len=0","20","Default","CS0","","","0.000150000","0.000203000"
"28","0.138167","172.31.187.1","172.31.187.11","FTP","66","Request: USER lukas","20","Default","CS0","","","0.000830000","0.006778000"
"31","0.138757","172.31.187.1","172.31.187.11","FTP","61","Request: PASS ","20","Default","CS0","","","0.000382000","0.007368000"
"81","0.514603","172.31.187.1","172.31.187.100","SSHv2","82","Client: Protocol (SSH-2.0-PuTTY_)","20","Default","CS0","","","0.000354000","0.514603000"
"82","0.514628","172.31.187.1","172.31.187.100","SSHv2","566","Key Exchange Init[Packet size limited during capture]","20","Default","CS0","","","0.000025000","0.514628000"
"83","0.514637","172.31.187.1","172.31.187.100","SSHv2","158","Unknown (104)[BoundErrorUnreassembled Packet]","20","Default","CS0","","","0.000009000","0.514637000"
"88","0.516733","172.31.187.1","172.31.187.100","SSHv2","70","Diffie-Hellman Key Exchange Init[BoundErrorUnreassembled Packet]","20","Default","CS0","","","0.000349000","0.516733000"
"132","0.799910","172.31.187.1","172.31.187.100","TCP","60","4638  >  ssh(22) [ACK] Seq=661 Ack=1342 Win=64194 Len=0","20","Default","CS0","","","0.176322000","0.799910000"
"162","0.955684","172.31.187.1","172.31.187.100","SSHv2","566","Unknown (32)[BoundErrorUnreassembled Packet]","20","Default","CS0","","","0.155774000","0.955684000"
"164","0.955745","172.31.187.1","172.31.187.100","SSHv2","70","Unknown (74)[BoundErrorUnreassembled Packet]","20","Default","CS0","","","0.000011000","0.955745000"
"192","1.202229","172.31.187.1","172.31.187.100","TCP","60","4638  >  ssh(22) [ACK] Seq=1189 Ack=2446 Win=65535 Len=0","20","Default","CS0","","","0.167807000","1.202229000"
"354","2.642427","172.31.187.1","172.31.187.100","SSHv2","70","New Keys[Packet size limited during capture]","20","Default","CS0","","","1.440198000","2.642427000"
"356","2.642890","172.31.187.1","172.31.187.100","SSHv2","106","Unknown (132)[BoundErrorUnreassembled Packet]","20","Default","CS0","","","0.000411000","2.642890000"
"372","2.801273","172.31.187.1","172.31.187.11","TCP","60","4620  >  ftp(21) [RST, ACK] Seq=20 Ack=77 Win=0 Len=0","20","Default","CS0","","","0.004978000","2.669884000"
"375","2.811613","172.31.187.1","172.31.187.100","TCP","60","4638  >  ssh(22) [ACK] Seq=1257 Ack=2498 Win=65483 Len=0","20","Default","CS0","","","0.168643000","2.811613000"
"550","4.540972","172.31.187.1","172.31.187.11","TCP","62","4623  >  ftp(21) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM","28","Default","CS0","","","0.000000000","0.000000000"
"552","4.541313","172.31.187.1","172.31.187.11","TCP","60","4623  >  ftp(21) [ACK] Seq=1 Ack=1 Win=65535 Len=0","20","Default","CS0","","","0.000306000","0.000341000"
"554","4.543110","172.31.187.1","172.31.187.11","FTP","66","Request: USER lukas","20","Default","CS0","","","0.000529000","0.002138000"
"559","4.550243","172.31.187.1","172.31.187.11","FTP","63","Request: PASS aa","20","Default","CS0","","","0.000398000","0.009271000"
"590","4.617526","172.31.187.1","172.31.187.11","FTP","68","Request: opts utf8 on","20","Default","CS0","","","0.002119000","0.076554000"
"594","4.618045","172.31.187.1","172.31.187.11","FTP","60","Request: syst","20","Default","CS0","","","0.000403000","0.077073000"
"596","4.618450","172.31.187.1","172.31.187.11","FTP","65","Request: site help","20","Default","CS0","","","0.000334000","0.077478000"
"598","4.618815","172.31.187.1","172.31.187.11","FTP","60","Request: PWD","20","Default","CS0","","","0.000293000","0.077843000"
"606","4.685606","172.31.187.1","172.31.187.11","TCP","62","4626  >  ftp(21) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM","28","Default","CS0","","","0.000000000","0.000000000"
"608","4.685889","172.31.187.1","172.31.187.11","TCP","60","4626  >  ftp(21) [ACK] Seq=1 Ack=1 Win=65535 Len=0","20","Default","CS0","","","0.000257000","0.000283000"
"610","4.687565","172.31.187.1","172.31.187.11","FTP","66","Request: USER lukas","20","Default","CS0","","","0.000550000","0.001959000"
"613","4.688408","172.31.187.1","172.31.187.11","FTP","63","Request: PASS aa","20","Default","CS0","","","0.000764000","0.002802000"
"639","4.758797","172.31.187.1","172.31.187.11","FTP","68","Request: opts utf8 on","20","Default","CS0","","","0.000575000","0.073191000"
"642","4.759278","172.31.187.1","172.31.187.11","FTP","60","Request: syst","20","Default","CS0","","","0.000362000","0.073672000"
"644","4.759649","172.31.187.1","172.31.187.11","FTP","65","Request: site help","20","Default","CS0","","","0.000299000","0.074043000"
"646","4.760069","172.31.187.1","172.31.187.11","FTP","60","Request: PWD","20","Default","CS0","","","0.000348000","0.074463000"
"648","4.762460","172.31.187.1","172.31.187.11","FTP","62","Request: TYPE A","20","Default","CS0","","","0.002323000","0.076854000"
"650","4.763165","172.31.187.1","172.31.187.11","FTP","60","Request: PASV","20","Default","CS0","","","0.000638000","0.077559000"
"652","4.763662","172.31.187.1","172.31.187.11","TCP","62","4627  >  32726 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM","28","Default","CS0","","","0.000000000","0.000000000"
"654","4.763915","172.31.187.1","172.31.187.11","TCP","60","4627  >  32726 [ACK] Seq=1 Ack=1 Win=65535 Len=0","20","Default","CS0","","","0.000233000","0.000253000"
"655","4.764038","172.31.187.1","172.31.187.11","FTP","60","Request: LIST","20","Default","CS0","","","0.000764000","0.078432000"
"659","4.764725","172.31.187.1","172.31.187.11","TCP","60","4627  >  32726 [ACK] Seq=1 Ack=724 Win=64813 Len=0","20","Default","CS0","","","0.000281000","0.001063000"
"660","4.764743","172.31.187.1","172.31.187.11","TCP","60","4627  >  32726 [FIN, ACK] Seq=1 Ack=724 Win=64813 Len=0","20","Default","CS0","","","0.000018000","0.001081000"
"663","4.765122","172.31.187.1","172.31.187.11","TCP","60","4626  >  ftp(21) [ACK] Seq=78 Ack=309 Win=65227 Len=0","20","Default","CS0","","","0.000264000","0.079516000"
"667","4.808792","172.31.187.1","172.31.187.11","TCP","60","4623  >  ftp(21) [ACK] Seq=58 Ack=164 Win=65372 Len=0","20","Default","CS0","","","0.189902000","0.267820000"
"731","5.508824","172.31.187.1","172.31.187.100","SSHv2","90","Unknown (143)[BoundErrorUnreassembled Packet]","20","Default","CS0","","","2.697211000","5.508824000"
"809","6.194327","172.31.187.1","172.31.187.11","FTP","60","Request: noop","20","Default","CS0","","","1.429205000","1.508721000"
"814","6.230422","172.31.187.1","172.31.187.11","FTP","79","Request: CWD /home/luka","20","Default","CS0","","","0.036017000","1.544816000"
"819","6.251431","172.31.187.1","172.31.187.11","FTP","62","Request: TYPE A","20","Default","CS0","","","0.020938000","1.565825000"
"821","6.251968","172.31.187.1","172.31.187.11","FTP","60","Request: PASV","20","Default","CS0","","","0.000487000","1.566362000"
"823","6.252336","172.31.187.1","172.31.187.11","TCP","62","4628  >  30774 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM","28","Default","CS0","","","0.000000000","0.000000000"
"826","6.252632","172.31.187.1","172.31.187.11","TCP","60","4628  >  30774 [ACK] Seq=1 Ack=1 Win=65535 Len=0","20","Default","CS0","","","0.000274000","0.000296000"
"827","6.252750","172.31.187.1","172.31.187.11","FTP","60","Request: LIST","20","Default","CS0","","","0.000701000","1.567144000"
"831","6.253230","172.31.187.1","172.31.187.11","TCP","60","4628  >  30774 [ACK] Seq=1 Ack=99 Win=65438 Len=0","20","Default","CS0","","","0.000289000","0.000894000"
"833","6.253354","172.31.187.1","172.31.187.11","TCP","60","4626  >  ftp(21) [ACK] Seq=129 Ack=504 Win=65032 Len=0","20","Default","CS0","","","0.000073000","1.567748000"
"834","6.256738","172.31.187.1","172.31.187.11","TCP","60","4628  >  30774 [FIN, ACK] Seq=1 Ack=99 Win=65438 Len=0","20","Default","CS0","","","0.003508000","0.004402000"
"919","7.087059","172.31.187.1","172.31.187.100","SSHv2","122","Unknown (203)[BoundErrorUnreassembled Packet]","20","Default","CS0","","","1.538266000","7.087059000"
"942","7.237301","172.31.187.1","172.31.187.100","TCP","60","4638  >  ssh(22) [ACK] Seq=1361 Ack=2582 Win=65399 Len=0","20","Default","CS0","","","0.147602000","7.237301000"
"1127","8.813815","172.31.187.1","172.31.187.11","FTP","60","Request: noop","20","Default","CS0","","","2.560461000","4.128209000"
"1129","8.814373","172.31.187.1","172.31.187.11","FTP","79","Request: CWD /home/luka","20","Default","CS0","","","0.000480000","4.128767000"
"1131","8.815079","172.31.187.1","172.31.187.11","FTP","60","Request: noop","20","Default","CS0","","","0.000634000","4.129473000"
"1133","8.815558","172.31.187.1","172.31.187.11","FTP","79","Request: CWD /home/luka","20","Default","CS0","","","0.000437000","4.129952000"
"1135","8.815954","172.31.187.1","172.31.187.11","FTP","62","Request: TYPE A","20","Default","CS0","","","0.000348000","4.130348000"
"1137","8.816476","172.31.187.1","172.31.187.11","FTP","60","Request: PASV","20","Default","CS0","","","0.000474000","4.130870000"
"1139","8.816944","172.31.187.1","172.31.187.11","TCP","62","4629  >  49636 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM","28","Default","CS0","","","0.000000000","0.000000000"
"1141","8.817195","172.31.187.1","172.31.187.11","TCP","60","4629  >  49636 [ACK] Seq=1 Ack=1 Win=65535 Len=0","20","Default","CS0","","","0.000228000","0.000251000"
"1142","8.817295","172.31.187.1","172.31.187.11","FTP","60","Request: LIST","20","Default","CS0","","","0.000747000","4.131689000"
"1146","8.817623","172.31.187.1","172.31.187.11","TCP","60","4629  >  49636 [ACK] Seq=1 Ack=99 Win=65438 Len=0","20","Default","CS0","","","0.000178000","0.000679000"
"1148","8.817751","172.31.187.1","172.31.187.11","TCP","60","4626  >  ftp(21) [ACK] Seq=211 Ack=751 Win=64785 Len=0","20","Default","CS0","","","0.000075000","4.132145000"
"1149","8.832467","172.31.187.1","172.31.187.11","TCP","60","4629  >  49636 [FIN, ACK] Seq=1 Ack=99 Win=65438 Len=0","20","Default","CS0","","","0.014844000","0.015523000"
"1155","8.896046","172.31.187.1","172.31.187.100","SSHv2","350","Unknown (252)[BoundErrorUnreassembled Packet]","20","Default","CS0","","","1.658745000","8.896046000"
"1177","8.966517","172.31.187.1","172.31.187.100","SSHv2","122","Unknown (109)[BoundErrorUnreassembled Packet]","20","Default","CS0","","","0.000330000","8.966517000"
"1245","9.404914","172.31.187.1","172.31.187.100","SSHv2","154","Unknown (188)[BoundErrorUnreassembled Packet]","20","Default","CS0","","","0.016734000","9.404914000"
"1259","9.445152","172.31.187.1","172.31.187.100","SSHv2","106","Unknown (68)[BoundErrorUnreassembled Packet]","20","Default","CS0","","","0.000404000","9.445152000"
"1270","9.550705","172.31.187.1","172.31.187.100","TCP","60","4638  >  ssh(22) [ACK] Seq=1877 Ack=2794 Win=65187 Len=0","20","Default","CS0","","","0.105174000","9.550705000"
"1280","9.660980","172.31.187.1","172.31.187.11","FTP","60","Request: noop","20","Default","CS0","","","0.843229000","4.975374000"
"1282","9.661596","172.31.187.1","172.31.187.11","FTP","79","Request: CWD /home/luka","20","Default","CS0","","","0.000474000","4.975990000"
"1285","9.662359","172.31.187.1","172.31.187.11","FTP","62","Request: TYPE I","20","Default","CS0","","","0.000632000","4.976753000"
"1287","9.662990","172.31.187.1","172.31.187.11","FTP","60","Request: PASV","20","Default","CS0","","","0.000543000","4.977384000"
"1289","9.663970","172.31.187.1","172.31.187.11","TCP","62","4630  >  med-ltp(24000) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM","28","Default","CS0","","","0.000000000","0.000000000"
"1291","9.664264","172.31.187.1","172.31.187.11","TCP","60","4630  >  med-ltp(24000) [ACK] Seq=1 Ack=1 Win=65535 Len=0","20","Default","CS0","","","0.000224000","0.000294000"
"1292","9.664395","172.31.187.1","172.31.187.11","FTP","99","Request: STOR Sony_Demo","20","Default","CS0","","","0.001250000","4.978789000"
"1325","9.864610","172.31.187.1","172.31.187.100","TCP","60","4638  >  ssh(22) [ACK] Seq=1877 Ack=2914 Win=65067 Len=0","20","Default","CS0","","","0.000173000","9.864610000"
"1328","9.865634","172.31.187.1","172.31.187.100","TCP","60","4638  >  ssh(22) [ACK] Seq=1877 Ack=3034 Win=64947 Len=0","20","Default","CS0","","","0.000317000","9.865634000"
"1339","9.920908","172.31.187.1","172.31.187.11","TCP","1514","4630  >  med-ltp(24000) [ACK] Seq=1 Ack=1 Win=65535 Len=1460","20","Default","CS0","","","0.256644000","0.256938000"
"1341","9.920948","172.31.187.1","172.31.187.11","TCP","1514","4630  >  med-ltp(24000) [ACK] Seq=1461 Ack=1 Win=65535 Len=1460","20","Default","CS0","","","0.000008000","0.256978000"
"1343","9.921088","172.31.187.1","172.31.187.11","TCP","1514","4630  >  med-ltp(24000) [PSH, ACK] Seq=2921 Ack=1 Win=65535 Len=1460","20","Default","CS0","","","0.000122000","0.257118000"
"1345","9.921105","172.31.187.1","172.31.187.11","TCP","1514","4630  >  med-ltp(24000) [ACK] Seq=4381 Ack=1 Win=65535 Len=1460","20","Default","CS0","","","0.000006000","0.257135000"
"1347","9.921121","172.31.187.1","172.31.187.11","TCP","1514","4630  >  med-ltp(24000) [ACK] Seq=5841 Ack=1 Win=65535 Len=1460","20","Default","CS0","","","0.000008000","0.257151000"
"1349","9.921134","172.31.187.1","172.31.187.11","TCP","1514","4630  >  med-ltp(24000) [PSH, ACK] Seq=7301 Ack=1 Win=65535 Len=1460","20","Default","CS0","","","0.000004000","0.257164000"
"1351","9.921290","172.31.187.1","172.31.187.11","TCP","1514","4630  >  med-ltp(24000) [ACK] Seq=8761 Ack=1 Win=65535 Len=1460","20","Default","CS0","","","0.000148000","0.257320000"
"1353","9.921308","172.31.187.1","172.31.187.11","TCP","1514","4630  >  med-ltp(24000) [ACK] Seq=10221 Ack=1 Win=65535 Len=1460","20","Default","CS0","","","0.000007000","0.257338000"
"1355","9.921322","172.31.187.1","172.31.187.11","TCP","662","4630  >  med-ltp(24000) [PSH, ACK] Seq=11681 Ack=1 Win=65535 Len=608","20","Default","CS0","","","0.000007000","0.257352000"
"1357","9.921337","172.31.187.1","172.31.187.11","TCP","1514","4630  >  med-ltp(24000) [ACK] Seq=12289 Ack=1 Win=65535 Len=1460","20","Default","CS0","","","0.000005000","0.257367000"
"1359","9.921405","172.31.187.1","172.31.187.11","TCP","1514","4630  >  med-ltp(24000) [ACK] Seq=13749 Ack=1 Win=65535 Len=1460","20","Default","CS0","","","0.000060000","0.257435000"
"1361","9.921424","172.31.187.1","172.31.187.11","TCP","1230","4630  >  med-ltp(24000) [PSH, ACK] Seq=15209 Ack=1 Win=65535 Len=1176","20","Default","CS0","","","0.000009000","0.257454000"
"1363","9.921440","172.31.187.1","172.31.187.11","TCP","1514","4630  >  med-ltp(24000) [ACK] Seq=16385 Ack=1 Win=65535 Len=1460","20","Default","CS0","","","0.000006000","0.257470000"
"1365","9.921455","172.31.187.1","172.31.187.11","TCP","1514","4630  >  med-ltp(24000) [ACK] Seq=17845 Ack=1 Win=65535 Len=1460","20","Default","CS0","","","0.000008000","0.257485000"
"1367","9.921469","172.31.187.1","172.31.187.11","TCP","1230","4630  >  med-ltp(24000) [PSH, ACK] Seq=19305 Ack=1 Win=65535 Len=1176","20","Default","CS0","","","0.000006000","0.257499000"
"1369","9.921567","172.31.187.1","172.31.187.11","TCP","1514","4630  >  med-ltp(24000) [ACK] Seq=20481 Ack=1 Win=65535 Len=1460","20","Default","CS0","","","0.000091000","0.257597000"
"1371","9.921584","172.31.187.1","172.31.187.11","TCP","1514","4630  >  med-ltp(24000) [ACK] Seq=21941 Ack=1 Win=65535 Len=1460","20","Default","CS0","","","0.000007000","0.257614000"
"1372","9.921592","172.31.187.1","172.31.187.11","TCP","1230","4630  >  med-ltp(24000) [PSH, ACK] Seq=23401 Ack=1 Win=65535 Len=1176","20","Default","CS0","","","0.000008000","0.257622000"
"1373","9.921738","172.31.187.1","172.31.187.11","TCP","1514","4630  >  med-ltp(24000) [ACK] Seq=24577 Ack=1 Win=65535 Len=1460","20","Default","CS0","","","0.000146000","0.257768000"
"1374","9.921745","172.31.187.1","172.31.187.11","TCP","1514","4630  >  med-ltp(24000) [ACK] Seq=26037 Ack=1 Win=65535 Len=1460","20","Default","CS0","","","0.000007000","0.257775000"
"1375","9.921754","172.31.187.1","172.31.187.11","TCP","1230","4630  >  med-ltp(24000) [PSH, ACK] Seq=27497 Ack=1 Win=65535 Len=1176","20","Default","CS0","","","0.000009000","0.257784000"
"1376","9.921788","172.31.187.1","172.31.187.11","TCP","1514","4630  >  med-ltp(24000) [ACK] Seq=28673 Ack=1 Win=65535 Len=1460","20","Default","CS0","","","0.000034000","0.257818000"
"1377","9.921793","172.31.187.1","172.31.187.11","TCP","1514","4630  >  med-ltp(24000) [ACK] Seq=30133 Ack=1 Win=65535 Len=1460","20","Default","CS0","","","0.000005000","0.257823000"
"1378","9.921800","172.31.187.1","172.31.187.11","TCP","1230","4630  >  med-ltp(24000) [PSH, ACK] Seq=31593 Ack=1 Win=65535 Len=1176","20","Default","CS0","","","0.000007000","0.257830000"
"1382","9.961180","172.31.187.1","172.31.187.11","TCP","1514","4630  >  med-ltp(24000) [ACK] Seq=32769 Ack=1 Win=65535 Len=1460","20","Default","CS0","","","0.000397000","0.297210000"
"1383","9.961202","172.31.187.1","172.31.187.11","TCP","1514","4630  >  med-ltp(24000) [ACK] Seq=34229 Ack=1 Win=65535 Len=1460","20","Default","CS0","","","0.000022000","0.297232000"
"1384","9.961208","172.31.187.1","172.31.187.11","TCP","1230","4630  >  med-ltp(24000) [PSH, ACK] Seq=35689 Ack=1 Win=65535 Len=1176","20","Default","CS0","","","0.000006000","0.297238000"
"1385","9.961237","172.31.187.1","172.31.187.11","TCP","1514","4630  >  med-ltp(24000) [ACK] Seq=36865 Ack=1 Win=65535 Len=1460","20","Default","CS0","","","0.000029000","0.297267000"
"1386","9.961242","172.31.187.1","172.31.187.11","TCP","1514","4630  >  med-ltp(24000) [ACK] Seq=38325 Ack=1 Win=65535 Len=1460","20","Default","CS0","","","0.000005000","0.297272000"
"1387","9.961286","172.31.187.1","172.31.187.11","TCP","1230","4630  >  med-ltp(24000) [PSH, ACK] Seq=39785 Ack=1 Win=65535 Len=1176","20","Default","CS0","","","0.000044000","0.297316000"
"1388","9.961293","172.31.187.1","172.31.187.11","TCP","1514","4630  >  med-ltp(24000) [ACK] Seq=40961 Ack=1 Win=65535 Len=1460","20","Default","CS0","","","0.000007000","0.297323000"
"1389","9.961339","172.31.187.1","172.31.187.11","TCP","1514","4630  >  med-ltp(24000) [ACK] Seq=42421 Ack=1 Win=65535 Len=1460","20","Default","CS0","","","0.000046000","0.297369000"
"1390","9.961351","172.31.187.1","172.31.187.11","TCP","1230","4630  >  med-ltp(24000) [PSH, ACK] Seq=43881 Ack=1 Win=65535 Len=1176","20","Default","CS0","","","0.000012000","0.297381000"
"1401","9.993589","172.31.187.1","172.31.187.11","TCP","1514","4630  >  med-ltp(24000) [ACK] Seq=45057 Ack=1 Win=65535 Len=1460","20","Default","CS0","","","0.000252000","0.329619000"
"1402","9.993613","172.31.187.1","172.31.187.11","TCP","1514","4630  >  med-ltp(24000) [ACK] Seq=46517 Ack=1 Win=65535 Len=1460","20","Default","CS0","","","0.000024000","0.329643000"
"1403","9.993619","172.31.187.1","172.31.187.11","TCP","1230","4630  >  med-ltp(24000) [PSH, ACK] Seq=47977 Ack=1 Win=65535 Len=1176","20","Default","CS0","","","0.000006000","0.329649000"
"1404","9.993623","172.31.187.1","172.31.187.11","TCP","1514","4630  >  med-ltp(24000) [ACK] Seq=49153 Ack=1 Win=65535 Len=1460","20","Default","CS0","","","0.000004000","0.329653000"
"1405","9.993630","172.31.187.1","172.31.187.11","TCP","1514","4630  >  med-ltp(24000) [ACK] Seq=50613 Ack=1 Win=65535 Len=1460","20","Default","CS0","","","0.000007000","0.329660000"
"1406","9.993662","172.31.187.1","172.31.187.11","TCP","1230","4630  >  med-ltp(24000) [PSH, ACK] Seq=52073 Ack=1 Win=65535 Len=1176","20","Default","CS0","","","0.000032000","0.329692000"
"1407","9.993669","172.31.187.1","172.31.187.11","TCP","1514","4630  >  med-ltp(24000) [ACK] Seq=53249 Ack=1 Win=65535 Len=1460","20","Default","CS0","","","0.000007000","0.329699000"
"1408","9.993715","172.31.187.1","172.31.187.11","TCP","1514","4630  >  med-ltp(24000) [ACK] Seq=54709 Ack=1 Win=65535 Len=1460","20","Default","CS0","","","0.000046000","0.329745000"
"1409","9.993722","172.31.187.1","172.31.187.11","TCP","1230","4630  >  med-ltp(24000) [PSH, ACK] Seq=56169 Ack=1 Win=65535 Len=1176","20","Default","CS0","","","0.000007000","0.329752000"
"1419","9.994335","172.31.187.1","172.31.187.11","TCP","1514","4630  >  med-ltp(24000) [ACK] Seq=57345 Ack=1 Win=65535 Len=1460","20","Default","CS0","","","0.000066000","0.330365000"
"1421","9.994359","172.31.187.1","172.31.187.11","TCP","1514","4630  >  med-ltp(24000) [ACK] Seq=58805 Ack=1 Win=65535 Len=1460","20","Default","CS0","","","0.000006000","0.330389000"
"1423","9.994372","172.31.187.1","172.31.187.11","TCP","1230","4630  >  med-ltp(24000) [PSH, ACK] Seq=60265 Ack=1 Win=65535 Len=1176","20","Default","CS0","","","0.000006000","0.330402000"
"1425","9.994386","172.31.187.1","172.31.187.11","TCP","1514","4630  >  med-ltp(24000) [ACK] Seq=61441 Ack=1 Win=65535 Len=1460","20","Default","CS0","","","0.000007000","0.330416000"
"1427","9.994395","172.31.187.1","172.31.187.11","TCP","1514","4630  >  med-ltp(24000) [ACK] Seq=62901 Ack=1 Win=65535 Len=1460","20","Default","CS0","","","0.000005000","0.330425000"
"1428","9.994445","172.31.187.1","172.31.187.11","TCP","1230","4630  >  med-ltp(24000) [PSH, ACK] Seq=64361 Ack=1 Win=65535 Len=1176","20","Default","CS0","","","0.000050000","0.330475000"
"1429","9.994539","172.31.187.1","172.31.187.11","TCP","1514","4630  >  med-ltp(24000) [ACK] Seq=65537 Ack=1 Win=65535 Len=1460","20","Default","CS0","","","0.000094000","0.330569000"
"1430","9.994551","172.31.187.1","172.31.187.11","TCP","1514","4630  >  med-ltp(24000) [ACK] Seq=66997 Ack=1 Win=65535 Len=1460","20","Default","CS0","","","0.000012000","0.330581000"
"1431","9.994555","172.31.187.1","172.31.187.11","TCP","1230","4630  >  med-ltp(24000) [PSH, ACK] Seq=68457 Ack=1 Win=65535 Len=1176","20","Default","CS0","","","0.000004000","0.330585000"
"1432","9.994598","172.31.187.1","172.31.187.11","TCP","1514","4630  >  med-ltp(24000) [ACK] Seq=69633 Ack=1 Win=65535 Len=1460","20","Default","CS0","","","0.000043000","0.330628000"
"1433","9.994603","172.31.187.1","172.31.187.11","TCP","1514","4630  >  med-ltp(24000) [ACK] Seq=71093 Ack=1 Win=65535 Len=1460","20","Default","CS0","","","0.000005000","0.330633000"
"1434","9.994651","172.31.187.1","172.31.187.11","TCP","1230","4630  >  med-ltp(24000) [PSH, ACK] Seq=72553 Ack=1 Win=65535 Len=1176","20","Default","CS0","","","0.000048000","0.330681000"
"1436","9.995135","172.31.187.1","172.31.187.11","TCP","1514","4630  >  med-ltp(24000) [ACK] Seq=73729 Ack=1 Win=65535 Len=1460","20","Default","CS0","","","0.000350000","0.331165000"
"1437","9.995147","172.31.187.1","172.31.187.11","TCP","1514","4630  >  med-ltp(24000) [ACK] Seq=75189 Ack=1 Win=65535 Len=1460","20","Default","CS0","","","0.000012000","0.331177000"
"1438","9.995156","172.31.187.1","172.31.187.11","TCP","1230","4630  >  med-ltp(24000) [PSH, ACK] Seq=76649 Ack=1 Win=65535 Len=1176","20","Default","CS0","","","0.000009000","0.331186000"
"1439","9.995161","172.31.187.1","172.31.187.11","TCP","1514","4630  >  med-ltp(24000) [ACK] Seq=77825 Ack=1 Win=65535 Len=1460","20","Default","CS0","","","0.000005000","0.331191000"
"1440","9.995212","172.31.187.1","172.31.187.11","TCP","1514","4630  >  med-ltp(24000) [ACK] Seq=79285 Ack=1 Win=65535 Len=1460","20","Default","CS0","","","0.000051000","0.331242000"
"1441","9.995221","172.31.187.1","172.31.187.11","TCP","1230","4630  >  med-ltp(24000) [PSH, ACK] Seq=80745 Ack=1 Win=65535 Len=1176","20","Default","CS0","","","0.000009000","0.331251000"
"1442","9.995227","172.31.187.1","172.31.187.11","TCP","1514","4630  >  med-ltp(24000) [ACK] Seq=81921 Ack=1 Win=65535 Len=1460","20","Default","CS0","","","0.000006000","0.331257000"
"1443","9.995263","172.31.187.1","172.31.187.11","TCP","1514","4630  >  med-ltp(24000) [ACK] Seq=83381 Ack=1 Win=65535 Len=1460","20","Default","CS0","","","0.000036000","0.331293000"
"1444","9.995269","172.31.187.1","172.31.187.11","TCP","1230","4630  >  med-ltp(24000) [PSH, ACK] Seq=84841 Ack=1 Win=65535 Len=1176","20","Default","CS0","","","0.000006000","0.331299000"
"1451","9.995751","172.31.187.1","172.31.187.11","TCP","1514","4630  >  med-ltp(24000) [ACK] Seq=86017 Ack=1 Win=65535 Len=1460","20","Default","CS0","","","0.000139000","0.331781000"
"1452","9.995786","172.31.187.1","172.31.187.11","TCP","1514","4630  >  med-ltp(24000) [ACK] Seq=87477 Ack=1 Win=65535 Len=1460","20","Default","CS0","","","0.000035000","0.331816000"
"1453","9.995792","172.31.187.1","172.31.187.11","TCP","1230","4630  >  med-ltp(24000) [PSH, ACK] Seq=88937 Ack=1 Win=65535 Len=1176","20","Default","CS0","","","0.000006000","0.331822000"
"1454","9.995798","172.31.187.1","172.31.187.11","TCP","1514","4630  >  med-ltp(24000) [ACK] Seq=90113 Ack=1 Win=65535 Len=1460","20","Default","CS0","","","0.000006000","0.331828000"
"1455","9.995802","172.31.187.1","172.31.187.11","TCP","1514","4630  >  med-ltp(24000) [ACK] Seq=91573 Ack=1 Win=65535 Len=1460","20","Default","CS0","","","0.000004000","0.331832000"
"1456","9.995808","172.31.187.1","172.31.187.11","TCP","1230","4630  >  med-ltp(24000) [PSH, ACK] Seq=93033 Ack=1 Win=65535 Len=1176","20","Default","CS0","","","0.000006000","0.331838000"
"1457","9.995922","172.31.187.1","172.31.187.11","TCP","1514","4630  >  med-ltp(24000) [ACK] Seq=94209 Ack=1 Win=65535 Len=1460","20","Default","CS0","","","0.000114000","0.331952000"
"1458","9.995931","172.31.187.1","172.31.187.11","TCP","1514","4630  >  med-ltp(24000) [ACK] Seq=95669 Ack=1 Win=65535 Len=1460","20","Default","CS0","","","0.000009000","0.331961000"
"1459","9.995937","172.31.187.1","172.31.187.11","TCP","1230","4630  >  med-ltp(24000) [PSH, ACK] Seq=97129 Ack=1 Win=65535 Len=1176","20","Default","CS0","","","0.000006000","0.331967000"
"1465","9.996359","172.31.187.1","172.31.187.11","TCP","1514","4630  >  med-ltp(24000) [ACK] Seq=98305 Ack=1 Win=65535 Len=1460","20","Default","CS0","","","0.000136000","0.332389000"
